text,label
text,0
Well hello there😏,0
"Someday, you'll be everything to someone. #LetsHope",0
Hopefully tomorrow is gonna be a better day .. ? 🙏,0
lmao; I know huh?... juss do me any kindd of way! 😳,0
I can't stand an ungrateful person.,0
"RT @JabkieNicole: 8 months without smoking. Fuck that, just ain't for me. I'm a smoker !!",1
RT @baileycamillee: when I get some money I'm going to buy me some time,0
"RT @Haley_nn: Honestly, I'm just sick of everything.",0
"RT @alliehurlbut: ""Hmm let's see... Should I get a 'nack' with my 'ink' at 'onic'?"" @AsToldByBlake in regards if she should get a snack and…",1
help move da movement @The_BelovedOne @PreddiNeNe501 @Foxxy_Red_Ent @GangstaGlamour @2kWnMe_Is2LuVme @FIRSTLADYKEY12 @WifeOfDaBOSS #TTS #TTS,0
RT @7NewsBrisbane: Almost 80% of #Qld is now officially declared to be in drought - the largest area in the state's history | http://t.co/f…,0
@Mirin_Myself Lololol I know. But there will be some things I will miss,0
RT @SilvaJasmine: I say Fuck It,1
Baby come through,0
RT @teenagernotes: I swear some girls at school look like this sometimes 😭😭 http://t.co/JkkKJkLbZh,0
RT @JackAllTimeLow: @AllTimeLow LOL the F shed. Gonna start calling my house that,0
@NescafeMalaysia Q2 I WANT TO LEARN TO SING THE HAPPY SONG BY PHARRELL WILLIAMS #WhatAreYouGoingToDoToday,0
Getting good grades this semester slacked it last semester so bad 👎😡,0
"I'm not an adrenaline junky, but I have to admit, I love giving speeches...and thats one of the main reasons. #killedIT",0
"RT @Quella_ThaBoss: 😩😩 decisions , decisions .. Lol I love my black , but red makes me feel sexy 😂😂",0
"@TemzClipstar Step By Step My G, First 40 Then The Whole 365",0
RT @caitie_ack: @cshet86 I agree! ☺️😉,0
RT @juliagibb: For just 25 cents a day you can help these hopeless white girls learn how to dance http://t.co/LoEb8wJoPh,0
@Glomelino11 I got tacos and hams,0
@RValentinee @VDestynee HAHAHA I can tell,0
"I’ve earned a new achievement: Mystical Moneybags.  http://t.co/AQqZVry1aU #android,#androidgames,#gameinsight",0
RT @Whitneychildss: can't wait till schools over I'm so fed up with it,0
KLeonard needs to attack LBJ and draw his 4th foul,0
Black cats stay crossing my path... No wonder I have some much bad luck,0
I'm fresh lmao,0
RT @HornyFacts: We all have that one ex who changed us.,0
@JosephineKimbez  made me laugh this ill have to show this to my mates their addicted to it! treat it like a game haha.,0
RT @princesa_vas: @Annie_Schmidt25 @twfanmilyk pos yo tambien me dasmato #KCA #VoteTheWantedUK,0
My internet is being a bitch,1
RT @MsRebeccaBlack: ps yes i changed me icon hi yes it me,0
RT @dailydot: Here’s the Tom Waits interactive song map you never knew you always wanted: http://t.co/Uz0q0F2YkK,0
So if I start going by the name Satoshi Nakamoto will reporters show up at my house and give me free lunch?,0
"RT @IMPACTWRESTLING: Run Christy Run

#CreepyBastard on the loose

#ImpactLondon 

@TheSamuelShaw @hemmepowered",0
RT @OBEYBLAZEGOD: Everyone wants the truth but nobody wants to be honest.,0
RT @asiaalito: It's boring 😩😐,0
RT @NFLTalkRT: If you don't like football... http://t.co/ZZ0NEO7Glb,0
RT @taenygenie: 140306 SNSD Mr. Mr. still ranks as #2 Most Viewed Videos on Youtube this week!  #소녀시대미스터미스터 http://t.co/deWBOjNwTP,0
