text,label
text,0
In your head it's so different to how others see it if that makes sense,0
A LONE FOOL OUT IN THE SUN,0
@hella_hecox @smosheverywere sorry I mean Lena,0
RT @BookishBunny: It's like this bird outside my window doesn't realize there's basically no consequences for me if he winds up dead.,0
3 people followed me // automatically checked by http://t.co/QD9rlVhapM,0
Beautiful! Custom Super Saver Banner Sets by MyHelpingHands - 25.00 USDCustom Banner and Avatar Shop Super Set.Thi... http://t.co/N2zTUnUbaG,0
@Loading__Money she irritating lol,0
I'm not going to write you a love song 😍 @MorganBaileyyyy,0
@CodySimpson PLEASE CODY FOLLOW @tiffdreamcrazy SHE LOVES YOU #KCAs #SURFBOARD 21,0
"RT @BBCMOTD: The @BBCMOTD vote result: 57% said #liverpool when asked who will win the Premier League title, followed by Man City, Chelsea …",0
I Need Some Money And Get Some Clothes And Tatts But Im A Broke Ass Nigga &gt;_&lt; cx,1
Dumb niggas salute niggas that do dumb shit. I'm smarter than that.,1
@thejonnymar @Nakusoo Sounds like you two had a brilliant time :P,0
"RT @oralnouis: my friends:

-go to parties
-get drunk
-have sex

me:

-lack of sleep from last minute voting
-watches kids award shows
-cri…",0
"RT @SportsCenter: Cut the nets, Florida! Gators punch the first Final Four ticket with 62-52 win over Dayton. http://t.co/DxukyLWAGY",0
"i hate when i think i was the first one too do or say something , then everybody get too doing it .",0
"@jake1433 @Forccee @RiseWhea7s Aus is known for being a snd powerhouse, there are players here that only play snd.",0
RT @palebiebs: one of the best moments EVER http://t.co/ind5qN8z9h,0
RT @GoLoveTW: Bromance hug nine #KCA #VoteTheWantedUK http://t.co/UMxGihvo0N,0
“@MissBird_: We Own The Night #KCA #VoteTheWantedUK,0
"It's back, @josephglennon. #TempleMade http://t.co/5g9Sy30895",0
Not even like that,0
The clock has struck midnight but I can guarantee Flyer fans will have more fun on Beale St. tonight! #flyers #memphis  #proudtobeaflyer,0
Aly &amp; AJ - Chemicals React: http://t.co/l81FPhK1wb via @YouTube,0
"RT @malikacf: NEW DANCE VIDEO by the #Dxpeshow DROPPED TODAY!!! ""BLESSED""
https://t.co/b2mdMqEvlj",0
Sometimes I don't believe you if you don't.,1
There Both Gonna Get Slimmed,0
@itsaverylane I love her so much 😭😭,0
"#Pray4MH370 
#PrayForIM529",0
@NotesSahabat Shhincan,0
RT @JesusSolis__: “@Trill_Division: My mom sends me selfies when she's at work lol http://t.co/Wf6y1vXAKZ” you need a step dad? 😂😂🙌,0
RT @MasterFroge: Attack of the squidward dildos,0
"RT @ThatThugBarbie: For The 2nd Time, Catch Me on The Cover of the May Issue of SEVENTEEN MAGAZINE Dropping Next Week 😘 http://t.co/polpUl0…",0
“@howtobeakeeper: I promis you. http://t.co/4x6YRF9NP1” @jessm_charles,0
@ESPNLunardi it's been a good march so far http://t.co/hg5larNaOK,0
Dumb and dumber 😁😁😁👍👍👍,0
one person unfollowed me // automatically checked by http://t.co/4wVxcchvrP,0
@jaketheman21 watch,0
"RT @Nblackthorne: A tortured hero. An innocent, sheltered young woman
 ❤ ALEX'S ANGEL ❤
USA Historical
#Erotica #Romance #Sexy
http://t.co/…",0
@eastafricanmir @Bar__low on life bruh,0
RT @Typgirllife411: God's NOT dead.,0
"I NEED GOING IN MIAMI! 
#KCA #VoteUKMahomies",0
Everyone is being gay today,0
