text,label
text,0
i hit 9k tweets and didn't realize so ayeee,0
Red Hair? Isn't amazing? 😐 http://t.co/OWG0yOpf5G,0
RT @iP0PCHERRiES_: “@camryyybish: @iP0PCHERRiES_ you're welcome! fuck the haters 💋”&lt;-- they just make me famous I'm about to start signing …,1
That Dr. Lucy Jones is so fun to watch. She wants to throw down at the reporters. #caltech #pressconference #lahabraquake,0
I'm so happy I met you.,0
Bruhh iCant StOp laughin 😂😂😂,0
#sweepstakes http://t.co/PrxEc9J5SP - Randall Amps Contest.. http://t.co/5Qwt3v0fao,0
"Today stats: No new followers, One unfollower and followed one person via http://t.co/wu05hUMlSs",0
@RamiroVazquez22 YOU'RE WELCOME,0
"#Indonesia #Handicraft: Horse Conqueror Mask Carvings - Warriors above their horse,... http://t.co/g7e50PkrRh #Masks #WallDecors #Wood",0
RT @sagexvargo: @JakeMcCortneyy I've watched your stories on snapchat like 15 times bc I cry everytime,0
"""@theBestOfCars: His and Hers http://t.co/dDNGpcU9UN""",0
lmao #votesamandcat #kca,0
I have a bad habit f never saving numbers lol,0
"I have unlocked a new battleground – 'Korea - Village'. Join me in combat! http://t.co/vC0y4yVxvp #iPad, #iPadGames, #GameInsight",0
"When I Say I'm gon do it, then I'm fuckin gon do it, all I had to do was grind &amp; put my heart up in to it",1
Why don't you fuck him then 😂,1
"RT @BrentRivera: Goodnight, don't let the earthquakes bite😏💕",0
@justinbieber I want to see you wearing boxers,0
Been 18 six months and I already feel like calling it quits.,0
RT @krownedkrazy: My braces hurt; (,0
@ImaMixOreoBih jus chill on tht na,0
RT @haringtontbh: “@BelieveFanmily: Whoever is online right now. We need a huge vote spree ASAP.  #KCA #VoteTheWantedUK”,0
"“@Katie__Roberson: “@janelle_sfreddo: getting rolled with Parker, Brady, Cody, Seth &gt;&gt;&gt;&gt;” me and Keke are too quick”",0
Black and white striped shirts are the most frequent thing in my wardrobe. I need to do something new. Help.,0
"Anyone who has never made a mistake has never tried anything new.
Albert Einstein",0
RT @marlovestein: got the body of a goddess,0
RT @hennessy408: RT @xaviee_: RT @hennessy408: @ETHANCITOO your not down! - he's all talk. You don't know me X! - not you. Ethan craft.,0
"RT @BenVaske: Ben ""time to bring out the big guns"" Vaske",0
@ana_niky Fine thanks and u? ❤❤,0
"A lie is still a lie, regardless of the reason behind it. You can say you did it for a good cause but the point is, you still did it.",0
"miss this lagtok girls very much.. :D

#seeyousoon
#girlfriends
#treasuredmuch http://t.co/x33IlKhKBn",0
Forget the ones that forget you.,0
"not
    i
    r
    e
    d",0
my friday night = root beer floats &amp; bar rescue with dana  #thecoolkids,0
ally is da shit,1
"RT @PapaJackQuote: ""Just because I don’t react, doesn’t mean I didn't notice.""",0
@mmguevarra Yes yes. Let's watch jos and its my time. Hahaha,0
@Kay_waveyy Lemme stop tweeting you before I be the reason you end up on the commercial,0
"Ew , who the fuck it she? Fuck off before I kill you . 😉",1
RT @Tae_taehyung: Im going to fcking dig my own grave,1
Why people start getting they life together when y'all break up?  Like damn  you were a bum,0
There’s power in prayer RT @JerzeeBalla: Ill keep praying for people to keep it more authentic.,0
403 high score!,0
can't wait till you realize how dumb you are lol,0
"@Pinky_LoveeMehh lmao u got 2 read this, its epic http://t.co/WpbNJBjCOK",0
"Planes, ships scour new area http://t.co/tUWqvVSZkU",0
