text,label
text,0
"Though I never told him I loved him in person he knows now. He just wasn't the type to show emotions or anything, he always just laughed.",0
Lord forgive me tho,0
I haven't felt the same lately.,0
RT @derekmillerlive: No time for ambivalence or apathy. It's now or never,0
RT @bluthquotes: I feel like Buster. http://t.co/aK2eO83gd8,0
"RT @girlposts: spring break? 
you mean winter break 2?",0
RT @TrueSoccerProbz: Water bottles fo daayys #soccerprobs 😂 http://t.co/5WUTtYzflI,0
RT @whyquintas: I vote for #FifthHarmony #TheBuzz @radiodisney @FifthHarmony http://t.co/E9GxqxcFhV,0
WTFFFFF WHITE PEOPLE SMH... https://t.co/fWtHmni8uy,0
RT @Raptors: BIG #Raptors news at #PlayersGala: Purple 'Dino' jerseys are BACK for select games in 14-15! #RTZ #NBA http://t.co/GRO9Kmx1qe,0
@giannapanaro what's the difference of watching it on DVD or a download😂😂😂,0
@trvpunzill Congrats on your 250★ tweet! http://t.co/afTr7ZSpSA,0
"RT @TheWishIist: Even if you push them away, people who truly love you will always choose to stay.",0
@katcollins03 all in my pink giant suitcase!!!,0
“@Lust4_RED: Fake Pattys Day With My Girlsssss 😉” Fake Pattys day ?,0
"WAIT ✋
niggas still gangbang?
 Must be the lil WAyne dick riding 90s babies",1
@sararamirez i've been asking you but you don't seem to see my tweets!! Could i get #teamnotice?,0
"Chief Keef""@HeyKeifer: Lupe. RT @SHAWNHINDRIIX: WHAT RAPPER WOULD MAKE THE BEST PRESIDENT? DONT SAY JAY Z""",0
“@Tai__Ger: RT @UHeartFaith RT @BeautyMarked_up: Love this http://t.co/m0Garz8ZNu”,0
Fuck that game &amp; ... The rest is history. 😂😂 that man is a mess.,1
@lickmetonight thanks,0
Lagu tidur ♫ The Scientist by @coldplay — https://t.co/L7rUUFzc5f,0
RT @faysofamous: Alot of y'all  don't know the meaning of Loyalty 😤🔒💯❗,0
"One thing about music, when it hit you feel no pain!",0
@margaretburr0 @pearx23x @thomasmurphy55 @hopeannwilliams You guys forgot to tag my girlfriend,0
@__tkilla like ewww😩 http://t.co/r3wCtcOV3r,0
RT @DianaaDreams_: Can I just have you already ?😩😩😩🙈,0
@VeXdLeww hitmarkered his mum (his words not mine),0
"I'm either the sweetest person you will ever meet or the most vindictive. At least, I can admit my faults.",0
RT @AyoYesenia__: I just wanna take a shower and go to bed,0
Smh. MLRT,0
"RT @LifeAsParty: Turning 16, 18, and 21 are really the only ages that matter",0
@tackycats_ just 2 I asked Jamie too 😂😂,0
Have occasion for pertinent to ecommerce buying power wagon: OMnrZ,0
RT @Lejlllaa: It's crazy how much friends I lost this year,0
"RT @PopSlapFunk: When someone texts back ""Hehe,"" do they mean cute ""Hee Hee"" as in ""Yay!"" or creepy ""Heh Heh"" as in ""I've got candy and a w…",0
The way to get started is to quit talking and begin doing,0
man I missed my home gym sooooo much Malones sucks compared to this!,0
march break finally,0
@Casino_O I know bra. We'll be straight tho,0
RT @IHate100s: IVRY is now available  http://t.co/ilrJKF8VaU,0
RT @_eve_rosenthal: I just want to let everyone know that @e_jonesyy burned herself attempting to steam an article of clothing still on her…,0
$RSH - [video] Why Cant RadioShack Catch a Break? -&gt; http://t.co/J8Zo4E1D2X #stock #stocks #stockaction,0
@Mr_DFL7 @Almighty_Tweets it was poppin when I started 8 years ago,0
