text,label
text,0
"I wish I could feel your arms around me, hugging me tightly from behind, while you laugh in my ear",0
1 week clean gone to a fucking waster,1
RT @AustinKeller: He deserves your Retweet. http://t.co/HfjPbdWPI2,0
RT @CodySimpson: And check me out on Instant Mom afterwards too,0
"RT @trackaddict_: “@oddash: well I care , ik you don't care too much but I still care”",0
RT @okaygrier: Jacob whitesides u frustrate me,1
“Art is whatever makes you proud to be human.” - Amiri Baraka,0
Last nights game #NuggetsVsSpurs @ Pepsi Center http://t.co/hvpsVxJZiq,0
going to cry myself to sleep,0
"""@call_me_Ev: If anyone can have it I don't want it""",0
"RT @JosxphGonzalxz: Fuck man , where are my friends at",1
"60 Second Lesons on Economics, Philosophy, and Religion via Free Technology for Teachers - 60 ... http://t.co/cLxfYv4RsQ",0
@Siinzzzz human being,0
RT @Holly_newstoday: Father slaps stepdaughter and aims gun at teenage boy he found in her closet - #entertainment #music #gossip http://t.…,0
My neck burns so bad. 😩 #SuckFunburns,0
@hernandezlupyta gaaaayyy 😒 how's renaissance?,0
"We all make mistakes, have struggles and even regret things in our past.",0
@reme1NBE @_LoveSweetTee I'm going to teach u bro.  No worries.  Lol but bro...why you start putting slashes in ur tweets?  ///// lol,0
RT @NBA2KGames: You know the East is bad when a team goes on a 26 losing streak and Bucks are somehow still the worst team in the conferenc…,0
RT @idkgilinskytbh: there should be a booty emoji.,1
"RT @ScufGaming: RT FOR #FaZeUp 
FAV FOR #coLofDuty 
MLG.TV",0
"RT @sliceofcalum: seeing a big acc with 20k followers rt but only follows 87 people 

#OneDirectionAnd5SOSWonFollowParty http://t.co/nNj9tm…",0
RT @haefckbulous: RT @donghaefrance [Photo / Pic] 140330 Donghae @ Beijing AP &lt;PREVIEW&gt; (cr : logo) http://t.co/4BdnB0Cuf5,0
"""@damonburtjr: Fighting over a dude though 😐🔫"" not over him so chill",1
"Sometimes I push you away, because i need you to pull me closer.",0
I’m just thankful for the people that never left me.,0
goodnight,0
Witnessed a threesome @ cvs. Ok. @ZenaGorgeis,0
@cheerio_luv is the biggest thot. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1
RT @FactsAboutBoys: rt if you wish they would find a cure 🙏🙏🙏 http://t.co/qcb8Fu6GRw,0
Follow Your Dreams #Yolo,0
"@Shesascorpio__ I don't blame you, no DM for you niggas 🙅📩 😂",1
GUYS I JUST REALIZED IF U CAN LUCID DREAM UR TECHNICALLY DIVERGENT,0
Robbles up 1,0
RT @WhatTheFFacts: In Dubai The Burj Al Arab Hotel Provides Guests With Gold iPads. #WTF http://t.co/iFqI4FaL1u,0
"RT @NlKEGIVEAWAY: Giving away one pair of these KDs. Winner picks size
1. RT
2. MUST follow me
3. Winner PICKED on Apr 28th http://t.co/q6r…",0
@frauleinelxx @lnsaneTweets Will miss seeing (bullying w/ love) you Ricky Lulu!!! Keep in touch! 💋,0
@AngieDavis18 we're not even doing anything?,0
@JackJackJohnson i asked my mom and she pointed to the bear smh such a newborn,0
"I have completed the quest 'Build a Pig Farm.' in the #Android game The Tribez. http://t.co/QWmJJ6J1Sy #androidgames, #gameinsight",0
RT @KardashianReact: “Swearing is so unattractive” http://t.co/LDq4ipw8yZ,0
Best of luck for us today. Amen.,0
