text,label
text,0
The worst feeling is not getting a reply from someone you really want to talk to.,0
RT @EvanSnider989: How's that 8 loss streak Toronto?,0
"""Being challenged in life is inevitable, being defeated is optional,"" -Roger Crawford",0
RT @Gabriele_Corno: Amazing atmosphere in sunset ai Oia Santorini island Greece by George Papapostolou #Sunset #Island #sea http://t.co/PWO…,0
@Cwallyou @HUACCHARLOTTE #HowardUTHDRYS a,0
RT @EdwinFlores_JB: With; Mi Enana🙋 @lauraesther_jb 👌👊💗 http://t.co/RsXk5KOOIN,0
It's Sweet Caroline o'clock. #saturday,0
RT @TheFunnyVines: Force shield O https://t.co/KpRXavsJNR,0
“@spookyghostbro: Started from the bottom now we.. http://t.co/JM64nvHPxs”wtf?!,0
RT @Michael5SOS: @Neon_Asami gimme your boots,0
@Tyler3vers maybe if you were 30,0
@DaChocolateCake @ballinfreak10 you should come wey?!,0
@JoeyGraceffa toxic saliva ouh fun fun.,0
sure i may tune into @UMF #berudenottoo,0
RT @soreIatablepost: There is no place like home. http://t.co/bLRSTPCore,0
RT @Paula_White: Big day tomorrow... Make sure u join us or tune in streaming live from NDCC!...,0
"RT @hemmingtime: #5SOSWONFOLLOWPARTY

THIS IS NOT AN EASY WAY TO GET FOLLOWERS BC YOU'RE THIRSTY, THIS IS FOR THE 5SOS FAM TO CELEBRATE OUR…",0
Tamar Braxton Calls Kenya Moore A “Ratchet” Homewrecker For Trying To Smash Apollo! [Video] - http://t.co/jnkARrXOYG #ThatsEnuffRecap,0
"RT @NlKEGIVEAWAY: Giving away one pair of these KDs. Winner picks size
1. RT
2. MUST follow me
3. Winner PICKED on Apr 28th http://t.co/Wrn…",0
Can it be next weekend please? @sayruhhhx3,0
I'm almost always first saying happy birthday to people I'm famous for it probably in another country,0
Gotta love it when Charles Barkley speaks his mind about referees on national television. That's why he's everyone's favorite,0
RT @iRickyPost: When you finish your exams http://t.co/c7c147qlMw,0
"#campaignsacademy 97 Patriots signed http://t.co/aA3PWhpMl5. 5,761,845 Viewed it and 40,332,915 READ MORE at http://t.co/hbGcKwUSDJ. Will U?",0
"RT @chanelpuke: i never understood in tv shows when they accidentally sent a text msg to the whole school, like who has everybody in the sc…",0
"RT @Niruganf899: #EpicMobClothing ☯Gain Followers
☯RT This
☯MUST FOLLOW ME I FOLLOW BACK
☯Follow everyone who rts
☯Gain
  #FOLLOWBACK -7604",0
RT @_ItsNycee: “@Tisharra_: I Think I'm Turning My Phone Off 🙇👋”,0
RT @AlmondJoi1814: People in hell want water... “@FlawlessBruno: Bruno wanted a blimp this year lmao :((”,0
"One thing I learned in life is tha You can't motivate, the UNmotivated.",0
RT @ithinkthatway: I can see it coming http://t.co/jv3y3PlOyo,0
@pianki_ Fuck the ACT,1
RT @ThatsSarcasm: do u ever wish you could unread a book or unwatch a movie just so you could go back and experience it all again as if it …,0
I haven't had a serious conversation with someone in a while,0
Chris Paul got that sauce boy!,0
RT @HabitOfMahone: Some people don't have any fucking respect,1
"RT @BellaSwannID: When you really love someone, stupid conversations make sense",0
RT @GunsNPotter: @Joshua_floyd1 yeah !!!,0
Do they sell breakfast food at the airport? http://t.co/wh0HTbtXkC,0
“@E3semblem: So true http://t.co/f0qEkPrK1Z” @_mirandalovee3  this describes your babe perfectly 😂😂👌,0
