text,label
text,0
"RT @iRealMacMiller: Fuck everyone who said they were there for me, and then left..",1
@Bra_banbani_77 your boy Reezy must be snorting drugs with AK. Him &amp; Bosh bathi let's drive to Cape Town today for Pop Bottles tomorrow,0
You right ✌️,0
"RT @lloydsparadiise: right now 
#Vote1DUK #VoteStoryOfMyLife #KCA",0
"RT @UnderneathNarry: Four hundred thirteen. 
#Vote1DUK #KCA",0
"Tongue Ring 20 Pieces 14G (1.6mm), Assorted Flexible Bar or Assorted Surgical Steel Bar BodyJ4You - Tongue Rin... http://t.co/4xT9jleOxg",0
Should i go to sleep?,0
@3rd_totenkopf @Twilightcards @juliusmandrake @MoAnsar  thats strange i named my teddy bear mohammed,0
"RT @HossamElkhardly: Everyone you've ever know has left, haven't they?",0
$2.00 off $7.99 or more HASBRO MR. POTATO HEAD toy http://t.co/rkza5M1VmD #coupon #hasbro #toys,0
RT @TheTweetOfGod: Gay marriage is now legal in the UK. I now pronounce you nation and 21st century.,0
RT @JoshUJWorld: That awkward time when you have a long conversation with someone you recognise but aren't too sure who they actually are .…,0
7 more hours in this car🚘😫,0
"Weather aside, it would be mighty nice to be at Sepang this weekend #F1",0
“@BeFitMotivation: 😂 http://t.co/6nDbGD0S5J” LMAO,0
RT @corbuzier: a picture by Google glass on the street #throughglass http://t.co/bCJkJlWi6T,0
"""@MessiStats: PICTURE | Messi on the front page of @mundodeportivo today: 'SUPER SATURDAY' http://t.co/tvCZVW37xc""",0
RT @wholelottarob: HIS EYES IS KILLING ME http://t.co/NXDmKanMBt,0
RT @Ginger_Kittyyy: My mind is full with thoughts of you,0
I posted a new photo to Facebook http://t.co/Zxr2H3Ek2t,0
damnnn lol did me dirty😭,0
"RT @Melfunktion: Erykah Badu - Out My Mind, Just In Time  http://t.co/vFaUpGTrnw &lt; 'I'm a recovering undercover over lover...'",0
Rest easy upon the clouds tonight.,0
"What we are, that only can we see.",0
"@realcraicalaic Hi Niall. If you see this tweet, can you follow me please. Your follow means everything to me. This will make me Happy.  x38",0
"RT @beautifuIInarry: 25 MORE FOLLOWERS
FOLLOW ME I FOLLOW BACK RT",0
@irenecagnayo hey watty buddy :p,0
RT @StrAightBaMaKiD: @PorshaRichh @stoopid_deucey gone somewhere flippa lmao,0
I feel like I slept 5 minutes and then got hit by a bus IM GOING TO MEXICOOOO,0
@LourdsHarem thanks;),0
"hopefully another 3 points for wolves today,...go get them lads,..#UTW",0
@n_shing wreak havoc tomorrow?,0
Lana please take a pic with kid playing Roland!!,0
@justinbieber Open your eyes before it is too late ! Please :'*( &lt;3 Love you!,0
@Core150shaker just seen one of the shakers getting used by a f1 driver in Malaysia #core150 #worldwide,0
"RT @BestTextMsgs: Any guy can love a million girls, but only a real guy can love a girl in a million ways.",0
RT @CameronDallas: I ended up falling for characters in movies... 😂 don't judge me,0
"RT @narrylou: ""we might lose the kcas""

#Vote1DUK #KCA http://t.co/pwMcT4QYXi",0
RT @ArianaGrande: another ordinary night at home http://t.co/5LQN0XQvVI,0
RT @BenedictEvans: A boot screen is a funny place to insist on Android branding. Unless you expect users to see it a lot.,0
RT @__p0w3r: Bruh is stupid for Trynna fight a dude already with a weapon 😂😂 https://t.co/CrEquMJWsT,0
"It's 4 a.m. and I'm watching Jobs. Lets go, Ashton Kutcher",0
"RT @PromotCrowdFund: Have you tried medication, chiropractic, &amp; even bought an inversion table for your back pain? Try what can really wo… …",0
RT @TvlertheCreator: I'm done 😂😂 http://t.co/fZ1boXBkya,0
@Jee_Aubame1 baby happy birthday  I wish you all the happiness of the world health at first then success and especially that God blesses you,0
"Setting up the http://t.co/lDmk7vbsig TODAY top of Fargate from 10am, printing from 11.30ish #ThePPPP #bepartofit @YFest2014 @TDFYorkshire",0
"Andrew Garfield, Jamie Foxx and Mr Loh names are stuck in my mind alr😱",0
"""@elf_ninida: Sungmin and eunhyuk stickers from @ParkYumi92 ! (She tried to sneak me a photo of her too .... -.-) http://t.co/xLg8tcxPMj""",0
Found your perf tattoo @JessLucyWeal #Baaaaaaacon http://t.co/CAdgYWf90K,0
break has reminded me as to why I left the social networking to a bare minimum,0
RT @julza1981: It's gone way too far. The weight limit should have been increased &amp; it's insane that a top sport is advocating unhealthy ea…,0
This beer smells like weed 😂 #DrinkingAndDriving #SikeImHome http://t.co/dyFaggRrQr,0
RT @AdorableWords: #ThisCoudBeUsButYouDontLikeMe http://t.co/ZJx2rvzfp3,0
Hangin like fuuuuuuuck,1
I don't always party with @awsmusic  but when I do I drink dos Equis ..... http://t.co/Xfkqi8phxx,0
RT @AdilhanOksuzler: #YOLT - YOU ONLY LIVE TWICE | MUSLIM SHORT FILM | HD http://t.co/TPaxt43Nfz,0
“@WavvySay: Rip Milton”,0
Cannot believe my ugly cry was caught on tv,0
RT @AKB48_FC: Only Today! http://t.co/c5NEydxdJs,0
"RT @horanxp_: “@liampayneaye: “@EzaJWH: “@liampayneaye: “@selytsstyles93: ""@liampayneaye: “@horanftmalik1d: Do this. #Vote1DUK #KCA http://…",0
@Murphaye I don't have side hoes though 😂,1
"If Seattle comes to an end 50 -  at the outset of the 4th, they're planning to let Macklemore be considered a wide receiver. #SuperBowl",0
RT @ashleeeaye: @_Candymaineee @CameronDallas baby come thru you deserve rounds rounds,0
Port Authority Chairman Samson — linked to Bridgegate scandal — resigns post - New York Da... http://t.co/popfo2B4ti #breakingnews #news,0
I've been through a lot with my job. But this... You will be missed Sage.,0
@Calbosan @SkyFootball no because he gives u lot false hope. Not 1 person backed u 2 win prem! Not a single 1! Dont u get it? Ur bottlers!,1
"@micehee Yeah. I mean, You wanna say to them: ""give yourself a break"".",0
@chelseahranek does that make yours number 40?,0
"""@FunnySayings: Breathe if you want to date me *everyone holds their breath and dies* oh""😂😂😂😂😂",0
RT @obeysiva: Jiva dancing slaying my whole life #KCA #VoteTheWantedUK  http://t.co/ykbwvHRtV2,0
"Today stats: 2 followers, One unfollower via http://t.co/vjwbXRaVSj",0
Photo: Another WIP of my OC Amaya Misuto! http://t.co/wsJdn5MZ48,0
RT @ArubaBmouth: We &lt;3 where we live! #Bournemouth #Dorset http://t.co/NUBf6a9IXx,0
RT @ZonaKepoan: #ZonersHappyWeekend Love Photography ?,0
Nothing but attention whores on Facebook now lol,1
RT @soccer0vine: Humiliated! https://t.co/q5T3JSzwIV,0
"@ShuckIez23 i dont know if you could still be my dad though, unless incest is one of your kinks.",1
RT @__Sillver: Done saves her in my heart,0
RT @Crushtagram: That awkward moment when you turn to stare over at you crush and they are already looking your way.,0
"Last show today, feeling a bit emosh!",0
RT @tammiegibbs: How does a missing reporter show up in a room that the key has been lost to for centuries? ISLAND OF SECRETS http://t.co/a…,0
RT @ItsPrincessAnna: Fun facts you didn't know about Frozen:  http://t.co/G45qIn0nJr,0
RT @9GAG: That's just life http://t.co/9EyYX1IZkF http://t.co/3rbl61nqp6,0
"RT @Lotus_F1Team: Not so many ice cream-esque drivers, what about rain appropriate racing drivers? We open with Calvin Fish...",0
RT @virgo_sugar02: Smart glases juga bagus om @corbuzier the king by the Google glass cool on the street #throughglass http://t.co/9EvOMoIQ…,0
RT @twdirtygirls: GET IT BOYS #KCA #VoteTheWantedUK http://t.co/aCHWezWhQ2,0
"RT @collegefession: ""Got drunk and hooked up. He couldn't get it up so he fingered my butthole and said he felt poop. Never letting anyone …",1
"RT @UnderneathNarry: Four hundred thirteen. 
#Vote1DUK #KCA",0
Fuck it!!!!,1
@GARYARROW78 ..... 🙈🍻 http://t.co/vA7VIwmgX1,0
i ouT MY PHONE ON SHUFFLE AND THIS HAPPENED WHy http://t.co/yX1gVECfrn,0
@gidaryeoL hello! do you ship worldwide?,0
