text,label
text,0
Fans being told to evacuate stands for severe weather at #StPeteGrandPrix,0
To unite all people within our nation,0
RT @StefSimanowitz: #CrystalPalace minutes away from beating #Chelsea in the League for the first time in 24 years. #Mourhinio really loosi…,0
i should've gotten a bigger pan and three the burger in when the onions were almost done,0
"""@Nashgrier: I cannot stress to you all how much I want to go swimming in a pool full of pudding."" Same",0
In such a good mood 😊😊😊,0
RT @khymel13: Prom is in a week 😌,0
Festival of colors with my mains.😘,0
Thank you for following! #Backpacking is a great Aussie #adventure! @anekdotique @TravelTweetSays @thrillzau @positivetravel @Seana_Smith,0
"@premierleague TERRY it could be you !!!! our chosen one,Love from A delirious liverpool fan",0
RT @causeweregirls: only me? 😓😓 http://t.co/DMSTk7tVSM,0
prob doodling new son to get to know his character ww// https://t.co/yYohkVh93N,0
And it's true people only care about what's happening to you or what you're doing for just for a little amount of time or just to be nosey,0
Hot shower after playing in the rain😍🔥,0
RT @___bosss: My funeral would be tomorrow if I walked in the house with that  http://t.co/Ax21N4dX1o,0
RT @RuthPayne0990: Me and my mum in the car having a right old 1d sing song ... I think this is tour practise #wecouldbestandins 😂,0
@Ellen_V529 all I care is that they're gone!!! Spring will follow shortly after 🙏,0
@gerardway have you ever tried to top pancakes with chicken nuggets? its good,0
I just wanna have a conversation with Harry http://t.co/M5WTx8HBhj,0
"dont jinx it i have 2 players, goaler na fonte RT @AlexKimKE: fingers closed""@FFPundits: Hold on to that clean sheet please Southampton! #FP",0
"oh oh oh, oh oh oh, i can't remember to forget you.",0
bold as loveee #VoteSamAndCat #KCA,0
bold as loveee #VoteSamAndCat #KCA,0
@TEB2350 lol! I know. You watch Housewives of NY a lot. What happened for Aviva and Carole to become enemies?Before the ghost writer?,0
@teapotniall uR layout matches soO well with ur user omf,0
Someone text me I'm dying 😝,0
every nigga different different cuz shit don't go the same,1
"RT @yewookiid: ""There was once where I cried
because i missed my parents.
Donghae hyung was always
beside me, comforting me."" -
Kyuhyun",0
Imy too! ☺️☺️☺️ RT @DeshondriaB: I miss Dalaun.,0
"that, it doesn't affect or benefit only you. it benefits no one and affects everyone. you know the people who hurt you didn't have a gaf",0
Getting entranceway the tract: IpHUiYJ,0
RT @FreestyleVines: This back-heeled volley won goal of the year a few years back. Stunning http://t.co/mlkYkWyGas,0
RT @TellyBeGrindin: @gabbsterxoxo I like sittin on 24 inches,1
RT @BeautifulBeds: a bathing bed? huh? http://t.co/IFarYyi88W,0
RT @BestProAdvice: Advice from a trucker http://t.co/pejN8OGjvP,0
RT @ladygaga: Went to my old apt last night. Nostalgia is magical. Even better celebrating at the bar I turned 21 in. #samefriends http://t…,0
@anisya_pahriani sure:)xx,0
"RT @_ZVCK: LOOOOOOOOOOL WHO SAID ""MUSLIMS ARENT FUNNY"" http://t.co/OlVxG5bVHp",0
@emmmk1 loved seeing you bby hit me up sometime we've had some good times. 💕 And be careful with your crazy ass! Lol.,1
I'm wearing socks w open toed heels that's how little I like looking down and seeing toes,0
"Fucking joke, don't deserve to win the league #cfc",1
#IdeasForInterludes Black Ops 2 Zombies mystery box sound,0
RT @MesutOzil1088: Come on gunners. Cross my fingers. #premierleague,0
I know. Libraries are amazing! @CathKettley,0
That's right.. I am Kira.,0
RT @Lougotcash: Migos Got Shot at 6 Times and Shot Back 40 Rounds😳😳,0
@JoshLukins I'm genuinely so excited for it. Can't wait,0
"Yeh AAPtards bade bewakoof hain. Just saw #AskDilipAAP TL and not a single question is being asked. Just ""yay we are trending and BJP sucks""",0
RT @JonathanDBrooks: NFL Crew after workout shoot @Double_R16 @BossWard43 @DBryant92 @Eddiep_35 http://t.co/bb0txfFzVG,0
aint none of yall worth my time,0
"RT @pewdiepie: blue screen 
such purchase 
much happy",0
@Nashgrier it would be better naked.,0
RT @F00tyHighlights: Southampton 4 - 0 Newcastle United. 90' Jay Rodriguez scores for Southampton!,0
@Nashgrier idea for next video,0
“@_onlybianca: I don't like partying with little ass kids anyway. ✋”😂😂✋,1
RT @SilvaOfelia: @MarioDB No more excuses #Latism keep focus on the REAL #ImmigrationReform BLOCKAGE #TNTwetters http://t.co/YcZGqa1GQZ,0
#kraftwerk #tonight #Toronto http://t.co/xWYE8Glbgm,0
Always thinking were just tryna hit cause we've done it before smh,0
RT @TomTheVVantecI: ten-thousand-two-hundred #KCA #VoteTheWantedUK,0
RT @zarrysmoan: HONEY HE GAY #Vote1DUK #KCA,0
RT @EatNutritious: Perfect legs. http://t.co/u6D5dNtPiC,0
@rikerR5 today i have a costume party!!! i'm going to be an awesome pirate! LIKE YOU! ),0
