text,label
text,0
#JustinMeetAnita @justinbieber @scooterbraun #JustinMeetAnita #JustinMeetAnita #JustinMeetAnita #JustinMeetAnita #JustinMeetAnita plisss,0
RT @muftimenk: Smile broad! It helps to alleviate sadness free of charge.,0
RT @BASH20_LOE: I WILL NOT tell yu Wat yu wanna hear .. Unless its the truth!!!,0
RT @poshburger: tosh.0 da only good thing on Comedy Central,0
"RT @CoalsonR: UKR Jewish leaders write open letter to Putin -- ""Butt out -- we don't need 'defending'"" http://t.co/9EyQS2z3Tq",0
Kim Woo Bin spotted in the recording studio http://t.co/RDE3vPMUnX via @allkpop,0
#leafliverpool decor http://t.co/51C76wC1tl,0
why does mum think it's acceptable to shout instructions at me whilst I'm still sleeping.. obviously I remember none. WRITE THEM DOWN 😐,0
@jay_sankey what is best way to clean holy moly washers without rusting?,0
Big up @JW_DittoMusic,0
@vanesssaatann @alicia_awjy @dreavalle_ @trulykeane @hammygyuuu @charmzz00 😏 are u sure?,0
RT @toni_pearce: Just got onto conference floor at #nusdsc14 to a cracking speech from @MaddyKirkman on representation for disabled student…,0
"I see the greens Are starting to make a bit of noise, attacking the fed government to get free publicity for the coming election",0
#RIPJojon Celana seperut dan kumis kotak.He's a legend. May you rest in peace. Good bye jojon indonesia will miss you :'((,0
Perfection (: http://t.co/1E0jORFw0X,0
RT @swagiana: but does ariana know her tweets are never deleted on her website #VoteUKArianators  #KCA http://t.co/xd1b2XQHHe,0
Break the law we ain't playin Break the law we ain't playin 🔫🔫 👊👊‼️‼️‼️,0
➾ Convincing SEO website design and SEO web development TESTIMONIALS- http://t.co/iRfwfualQO http://t.co/pi8ZbEYBjF,0
RT @ItsKidCudii: You can make a long distance relationship work! http://t.co/UUamQ1XK3e,0
11:11 Make a wish,0
Dese hoes for anybody,1
310 am I finished one of my better ones http://t.co/Dp88BT5nBZ,0
RT @mfa_russia: Representative to NATO A.Grushko: Russia disappointed with results of Russian-NATO Council meeting http://t.co/yMS9xns6Md @…,0
RT @ArchDaily: Symposium: Cities and Citizenship http://t.co/5u5NLkBzJC #architecture,0
Happy birthday to Mel's bae 🎉,0
RT @Jaayy_Arellano: I'm scared that I made the hugest mistake on Monday! 😔💔,0
RT @BoBellie12: words cannot describe how much i want to give up on everything. i've NEVER been so stressed out in my life!,0
It's March give me til the end of next month &amp; my abs will be solid and defined!,0
They didn't even bother to cut my Frisco Melt... @TrevorBatwing,0
http://t.co/rKQHnBElN7 ♀ 3570 #pussy #licking #asian #xxx #stream,1
http://t.co/kRAAl0sUgj need for speed tm most wanted movie,0
RT @FreddyAmazin: isn't that the truth http://t.co/UUtB01POEd,0
"RT @marysimitian: It makes me feel superior to know you can subtweet me, yet kiss me in person and then some.👋#yupitsprobablyaboutyou",0
Tonka Search And Rescue (Jewel Case) - PC/Mac: Tonka Search And Rescue (Jewel Case) - PC/Mac: Video Games http://t.co/gbRCW4yu6r,0
I'm earning #mPOINTS Rewards in The Weather Channel. http://t.co/VMB8ZjifLt,0
RT @dmrobbo2010: Wirral runner to compete in London Marathon in memory of dad. Thank you @bbrsgroup &amp; @huytonroberts for your support! http…,0
It blows my mind how ONE person can make a whole suite smell really horrible. So bad that MY room has the stink sometimes. I want OUT.,0
Don't drag my ass along until you figure it out shit.,1
"Today stats: One follower, No unfollowers via http://t.co/qE6c9tYKQt",0
@warismalaya I'm sobbing as I'm typing this.,0
UP govt expels 67 Kashmiri students from Meerut University and books them for treason for celebrating Pakistan win against India in Asia Cup,0
@itsmeganSTUN doubt it.,1
"RT @newser91: #NotHumanWorld Check out this website and use code “NotHuman” for 10% off any item!
http://t.co/70zoXkIOs6
#FAST #GAIN 426",0
Sweet conversation :-) http://t.co/os9e6NabNT,0
RT @acmusicgroup: If their read receipts are not on... Can't trust them.,0
"It's really not my fault I'm going to be late to college today 🙈 really, I promise it's not. 😂 #oops",0
"spongebob""@MentionsMinion: #Remajanesia Pickone spongbob / doraemon / larva?",0
Social Security Cost of Living Adjustment http://t.co/mkkBQoYNDx,0
RT @TheWeeknndxo: Distance is a fucking bitch.,1
@camstringer_ fosho my fella white brother-in✊,1
But all things thru prayer and supplication... *woosah*...,0
International Friendlies Standout Stats: Ronaldo Breaks Portugal Scoring Record: Wednesday was a busy day of i... http://t.co/JpcryKdtb6,0
#geek #nerd #gamer: One In Ten Americans Thinks HTML Is a Type of Sexually Transmitted Infection -  sandbagger... http://t.co/GmT5Zn2vl4,0
DAPPER LAUGHS IS GOING TO BE AT SURREY UNI TOMORROW EVENING.,0
RT @QueenKabayoti: I need a break from my own life sometimes.,0
There comes a time when you feel ultimately at peace removing the things in your life that once burned you,0
"Brooklyn - Wikipedia, the free encyclopedia http://t.co/ikz7ZhfBoa",0
RT @DeadlineDayLive: Stoke are close to signing former Bayern Munich striker Ivica Olić on a free contract in the summer. (Source: Daily Ma…,0
@seeellll lmfaoo thanks Sel!,0
This Makes An Acai Bowl Experience A Real Winner: Using A High Quality Acai Puree with It! http://t.co/MLKEeOLrwR,0
"RT @Maradehi923: #NotHumanWorld Check out this website and use code “NotHuman” for 10% off any item!
http://t.co/esSh8Kq9Ry
#aries #ANDROID…",0
How to move a town two miles east http://t.co/EvxeV7MTnp,0
RT @NietzscheQuotes: There is not enough religion in the world even to destroy religion.  #Nietzsche,0
"""@young__beezy: Can't stop what god has planned for me.""",0
If a bitch sneaky she get cut off❗️,1
We gonna rock.,0
Shout out to everyone who has insomnia like me.,0
RT @prakamasutra: So somebody's so excited about Bandito that she has to RT 14 bandito-related tweets in 1 go. @marlynuu,0
"RT @Set_Blrr: Retweet for a shoutout!

Fav for a follow

Stay active bugaboos",0
"I have Storekeeper Collection now ! http://t.co/DvCw6yTMDZ #android,#androidgames,#gameinsight",0
"Big move: Getty Images launches embed feature, makes 35 million images free for all non-commercial use  http://t.co/DT2RykVPjx",0
The people heyvdont believe and are in old testament only getv the judgement,0
Patients is key #JustWaitOnIt,0
"Oscars Red Carpet 2014 Photos, Pictures! - 
The Oscars are here — and so are the red carpet... http://t.co/sNDFjgJdyh
 #GossipCop #redcarpet",0
"Today stats: 3 followers, 2 unfollowers via http://t.co/KuXzErjSW0",0
"RT @TheOtherLong: I don't care if other people don't care about me. I'm a caring person, and I'm not going to change.",0
"@JennyFu3  no sir, I am not high YET",0
"@HeyyitsCay I read somewhere that @chacousa supposedly really help with that, plus they're the best",0
RT @jugsjugsjugs: Thank you so much @JessyMendiola for guesting on Showtime! Always a pleasure seeing you! 😘 #JessJugs #Jugssy 😚✌️ http://t…,0
