text,label
text,0
RT THIS #VoteUKArianators #KCA,0
RT THIS #VoteUKArianators #KCA,0
"Kobe, LeBron ; Kobe, LeBron ; used to run Kobe, now iplay LeBron",0
RT @malabcocaine: why is it so hard for me to express my feelings.,0
I ❤️ my roommates #cheaptherapy #bestfriends @whitneylong20 @MariHoffman19,0
"RT @ephyras_: Bradman, you're the man. Lol",0
Why am I not tired ? Oh that's right your more important than sleep (:,0
RT @iAmGirlCodes: oversized hoodies are basically wearable hugs,0
"RT @fvckyo_LAY: ""@FoolishThoughtz: Lmao bless her heart 😭😂😭😂 https://t.co/c5RyG1ZRn8"" Damn well atleast she made the first one 😳😂",0
@lourrysapparel aw thanks so much aha 😁😁,0
"RT @VallabhBPatel: Narendra, it looks that U booked case against Arvind for use of loudspeaker&amp;microphone in Gandhidham. Would you dare to …",0
"""@BlackVoodo69: 2DAYS!"" 2sec late my love come on !!",0
@jasneetbadhan @tahaIraqii LMAOOOOO tell him again,0
RT @itsTylerStarr: #RETWEET THIS! FOLLOW ME &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 60+ FOLLOWERS FAST! #TeamFollowBack #Follow2BeFollowed #…,0
"Kind speech and forgiveness are better than charity followed by injury. And Allah is Free of need and Forbearing. (2:263)""",0
Dont start with me http://t.co/V8T38vbwUz,0
"""You can choose to make the best out of a bad situation."" -Alex #GreysAnatomy http://t.co/FFbybXrGq2",0
@eemorillo @ashley7th Yo we coulda been scene queens together. http://t.co/fNkwAlYM7t,0
I'm in pain 😭😭,0
cien #VoteJennette #KCA,0
A modern tragedy,0
It's all within you. ✌️ #thatisall,0
imagine taking a body shot off sehun and then him cracking up laughing into his beautiful sehun smile,0
"RT @SpencerBoldman: Unless its mad, passionate, extraordinary love it's a waste of time. Theres too many mediocre things in life, love shou…",0
RT @ElTacoBoyy: Rt If @kidlizard98 Can Fuck Bens Mom,1
Rome was not built in a day. It was built over many years by some guys that totally sucked. I'm going to ace this exam thanks to them.,0
“@tonixyo: Music over everything”,0
RT @Alex___Morgan: That OVOXO your girlfriend at our next show,0
RT @NiallOfficial: Look who just rocked up to my house! @dynamomagician http://t.co/tZZTLrbOI4,0
Netflix🎬 and these chocolate chip cookies 🍪 gone have me up all night 😬😄,0
@Cvrlxs Where Y'all Getting This Info From ?,0
@abbybeverlyy don't cry too hard 😏,0
RT @katyperry: @MileyCyrus Oooo gurrrl I'm gonna give you the BIGGEST spanking when I see you in the UK bb! 👅🇬🇧,1
"If you don't know what movie that's from, don't talk to me. ✋",0
@artsyChica2012 @fifyfo @SoVerryKerry lol lol messy indeed. But some of this mess occurs in real life with the common everyday folk.,0
physically and internally,0
Honestly please stfu,1
"@rockies87 @SportsCenter No, Iowa is just terrible.",0
"RT @ElaineStritch: My romantic advice: Either the circus is in town, or it's NOT!",0
RT @A1_Boyd: I fwu if u fwm 💯✔️,0
RT @ItsReginaG: stop taking selfies dad your daughter just got engaged http://t.co/uORIHhp2iX,0
"In chemistry, I rename vaporization to vapor",0
RT @ONE_LO_VE: “@King_sarcasm: SHE WASN'T READY  https://t.co/qrbiiKPh03”😂😂😂😂😂😂😂😂,0
@DexterMwila Nope! They tell me how they see the world. They have no reason to judge to take sides. They give their honest opinions 👍,0
Selamat hari jumat [pic] — https://t.co/UkVxfdXtVI,0
