text,label
text,0
@CarneroJenna lmao I had a weird feeling this is u http://t.co/2nr2beQA8L,0
RT @chenloves1d: I LOVE CHOCOLATE AYE #VoteUKDirectioners #KCA,0
"""artwork 01"", a project on @Behance ::  https://t.co/3XCZk46knY",0
Denise is my favorite person on Instagram,0
@fadedlove okyy im on my way up there,0
Dr Oz recommends http://t.co/0PeQVSIumy for burning off fat &amp; losing weight,0
@caraharvey96 follow me then i'll follow back,0
RT @MACcosmetics: You know we're rocking our proud #VIVAGLAM pouts today. Show some birthday love for your girl @rihanna! http://t.co/MLDnd…,0
RT @BieberAnnual: Fav for another gain tweet.,0
@BigSean can you hook me up w @ArianaGrande ?,0
RT @FazeyBaby: this bitch wanna smoke all of our weed 😒😤🍃✋,1
RT @KyiaUnscripted: I gotta take a million selfies that all look the same before I find one I'm satisfied with.,0
RT @kortneyrosexx3: niggers over snow bunnies https://t.co/3SusffF6mE,1
Lime last time sounds more vk sia.. The voice.. Different frm now.. TA+98,0
"""We are seduced by the roads we've been down before; we are enticed by the notion that we can walk the same path with a different outcome.""",0
RT @McFly1016: What does c4 feel like? Take a shot of espresso &amp; go roll around in pine needles. There's your answer.,0
RT @TonEnglish: @AngharadGoulden And we have the best students! We believe in you!,0
RT @LoveWomenRight: They wrong for this 😂 http://t.co/YF6Nkmg1aw,0
I want Chinese food!!,0
RT @Gouldigger_CB: Just saw a photo of an old teacher from my school suCKING A DICK OMFG H E L P,0
''@FifthHarmony  YAAAAY retweet to vote if you'd like :)) #FifthHarmony #TheBuzz #ThatsMyJam @radiodisney'',0
"I need to get another set of rims,again.",0
@ErinGarl it was the wrong picture ong can you not,0
@linabitchess LOOOOOOOL IM DYING RN😂😂😂 dw we'll some how work around it!! 👭💁,0
I'm on cam now at #AdultWork.com. Come check me out! http://t.co/ahUmHoAaX2,0
Early monotherapy with such anti-tumor necrosis factor (TNF)-alpha agents as infliximab (Remicade) or adalimumab... http://t.co/TpAFipZUfB,0
RT @DonnieWahlberg: Next week... https://t.co/ioVI5qXWXI #wahlburgers back to back with Me and Joey Mac!,0
#IfWeDate just know.. http://t.co/1s6RDzMGIT,0
RT @AdorabIeHair: I would kill for hair like this 😍 http://t.co/CbI9QzEIJL,0
Morning seems so far away,0
my mom just raced me in our neighborhood,0
I love helping people with their problems,0
RT @Harvey: A newborn baby gorilla at Melbourne Zoo gets a checkup &amp; shows surprise at the coldness of the stethoscope🙉🙈🙊 http://t.co/wMt1D…,0
RT @MacksonJayo: When a sub takes their job way too seriously &lt;&lt;&lt;&lt;&lt;,0
@R5er_ForReal lol this was written by you? http://t.co/53v5b960N9,0
"RT @Darius_M4: There are 2 types of people in this world.......🙌💯

 http://t.co/zKzTHwKZFY",0
RT @JenSelter: family over everything,0
"RT @LeeRyanMusic: I was never racist, homophobic or nasty to anyone on that show. I just kissed two girls who both put it on me as a single…",0
Can u not text my mother,0
ahahahhahahahahah just been thinking about the time james shat on his cat ahahahhahahahahah,1
Ask me a question | http://t.co/x8k8ZddQUT,0
@pewdiepie Awww poor pug... he's thinking about next week's operation... still if you remember it Pewds... ;),0
The xx- Together,0
RT @PGUK_Books: To celebrate @WorldBookDayUK we're giving this great #book bundle.RT&amp;FLW to enter.Ends 4pm 10/03.UK.FB comps too! http://t.…,0
"@KaleyBarnes1 the ""black pot head"" one wasn't?",1
The rain will continue for hours once the initial squall line moves thru. http://t.co/BJQMMEkRLd,0
"Miley Cyrus is an attention whore but hey, make your money the way you do it best 😏",1
EVERYONE convince @nickbachmeier quit being a puss puss and go to SD with me this weekend,1
stop RT @justewart12: @JChambirds lmao that's how I tell Chelsea I'm in the mood,0
Dr Oz recommends http://t.co/C7tIN89LxZ for burning off fat &amp; losing weight,0
@CNBC so should the #Fed step in every time the US has a cold winter just to boost the numbers of a failing #economy. #coldweather,0
"@Officialmadband 

I have got my tickets ☺️

Please follow me 😆

OMG ily💕

17",0
Bill Marriott's Four Most Important Words In Business http://t.co/U35VbmDSOx,0
@RetroGeeeek what season?,0
@Wtfjoolee then what does the man in you want lol? O_o,1
@Garrett_Denman ITS GAMEOVER,0
@ErickIsElite lol I had a strange feeling this is you http://t.co/nDpjA6rqrH,0
"RT @WhatTheFFacts: 2,500 left handed people die each year using products designed for right handers.",0
RT @ThisGuyBe_FBGM: There's a tornado 😳,0
Nice to meet Jonathan Night! Look for the new acquaintances in the streets of London! http://t.co/BZBjEXOpGU #iPad #iPadGame...,0
RT_@ TimRosales: Let's not forget the contributions of Tejanos like #GregorioEsparza at the Alamo http:... http://t.co/9hpJoCauXu #ATTEJ,0
“@marc_m1210: I get mad easy 😠” me too👿👿👿,0
@Rvcan_Dvck lol why you say that ?,1
I posted a new photo to Facebook http://t.co/FZbX3BZaQe,0
RT @dcunited: OFFICIAL: @eddie_johnson7 signs DP contract with #DCU http://t.co/GgP9QEMtwB http://t.co/uRgNjuk2A9,0
"Today stats: 2 followers, No unfollowers via http://t.co/THGVfhyghL",0
"@john Someday youll follow me, someday youll tweet me, someday youll notice me, how about today? i love u so much. x211",0
RT @LoveWomenRight: They wrong for this 😂 http://t.co/YF6Nkmg1aw,0
@KatieVeloCake yes but Mousehole!,0
"Sometimes.. Just sometimes""@Slimtallswagful: Use protection bruh RT @q4cue: Sometimes u just want to dive in""",0
RT @SoffWilliams: The best type of euphoria does not come after sex. But after you grabbed someone's hand so they don't jump. http://t.co/m…,0
"@tricks9 I'm going to be picking ya liquid up from @StuN_UK after work, I can drop it at work but it'll probably be after rush hour",0
RT @Wazo_Bia: Short guys are not ur type but MI is ur number one crush ? The witches in ur village must be tying ur pics on their chest,0
@Applebees ayyye mine is carolynrodgers,1
"If you love life, don't waste time, for time is what life is made up of.",0
#Aries don't naturally stop to smell the roses - or consider others' point of view - when they are deliberating over what to do next.,0
"@Lil_Man7777 LOL u gotta see this, its awesome http://t.co/w9hApVCt4d",0
RT @LilDreGotti: First 48,0
Ms. Fiene disappeared and Cadwell started being funny again.,0
RT @AdderalIHadMe: Adderall had me tweeting in MLA format.,0
"RT @itssonouis: #hiorheyespaña @5SOS If you say ""i hate you"" in spanish you say ""de tu envidia nase mi fama""",0
"@Bennjoness Definitely maths, no contest",0
RT @darlingtyra: I love the young lady I'm becoming God keeps blessing me 🙌,0
RT @StuntStruggles: retweet if this bothers you😳 http://t.co/8kDFzSX7qb,0
@_yasmingraham get a job,0
