text,label
text,0
", 79 ; wassup ?👋 i aint hungout w. you in a while. i was going to today but idk",0
"Hi my name is...

                    Whatever you call me🙈🌸",0
this is my choise,0
@JvanHoff18 You took them out of my hands too quickly,0
Sooo me and Dyln are watching a movie and this little boy put a kitten in the microwave..... He wont let me turn it,0
Leona Lewis - Bleeding Love (US Version): http://t.co/NuluPTxlNW via @youtube,0
RT @Kelz2Dope: NIGGAS DONE CHANGED THE GAME https://t.co/sTPUwjoQ3z,1
RT @IncredibleViews: Just a baby platypus drinking some milk... http://t.co/UxOI0GBtiw,0
RT @PahradiceD: Chillin on a rainy #Saturday watching #UncleBuck I wish I had an #UncleBuck growing up :-),0
RT @NHL: The @NHLBlackhawks are in the house too. #StadiumSeries http://t.co/yqjZCVoFhg,0
@ruthiekyoo typical,0
"RT @eloodiiee_ADG: I would trip , but nah .. Do you. 👌",0
@1DCrowned follow back wanna talk to u for dm wanna join to ur deck,0
Waiting x Adrian,0
RT @fuckableIouis: “@CrazyInjuries__: RT if you want him to be your New Years kiss💋 http://t.co/Qcm5FPS6oi” actually what my mouth looks li…,0
Oomf actually cute,0
RT @DanWosHere: “@Boofboofhead: HOW PEACEFUL CAN THEY GET ???? Annihilate the Bastards once &amp; for all http://t.co/ZkWsUePfLt” #auspol #ukpo…,0
Tag your bff:  @junascloset    Tag your bff          3251       112        »WEBSTAGRAM http://t.co/0ugOWz9Hjq,0
RT @RTNBA: Trevor Ariza with 24 points and 90% shooting in the first quarter!,0
"RT @irishpubniall: harry is me

I am harry

we are one http://t.co/Oi4pMZpqdJ",0
@CASEYALL3N oh and eminem,0
Shout out to the 24/7 pool in my hotel lol so plush! Not chic...plush 💁,0
RT @_Simplychels: Now I will spend up somebody else money lol,0
nothing you can say can stop me going home,0
so we got as far as Ralph in the lost and found til he lost interest.,0
My Life Is A Movie,0
A text from you would just make my night,0
RT @fauzanfirza_: DAPETIN BANYAK FOLLOWERS? Gampang! klik &gt; http://t.co/y4DzmJ6pQr &lt; #FllwrsGrts #GMorningCN #NionerWeekend #PemoONHoliday …,0
@ROSStheQUEEN I told sizzle that I wanted to feature you on my BassGang mix,0
"@RightCaliWomen @bsimonnolibs @DaliDager so then why complain about Obama, or anything for that matter? #fail",0
Pussy ass hoe niggas.,1
@stardtacular if you got a bob...can you say adorbz?!,0
@pradandswift OKAY !!:@dk send me like your fav pics of her or something,0
Naomi Watts Preps for Oscar Sunday with Skin Pampering! http://t.co/n49kBbFpKd,0
@ReybByer good job on everything bby! 💗,0
RT @Pretty_nicky03: Better believe I'm watchin this Iverson retirement ceremony tonight!,0
"I'm sitting on the bathroom floor in a towel listening to music even though three people asked me to hangout with them, bc no ride anywhere.",0
“@romogabriella: Crawfish season is my favorite season 😋”,0
RT @FunnyPicsDepot: these pants look suspicious as fuck http://t.co/0vvuhT8NXY,1
whoooooa u make me &lt;3,0
Win an @ emilehenry fondue pot and get recipes from @ JoyofKosher using @ koshercheeses http://t.co/NoXbiJa2ej,0
"If I could marry her, I would in a heart beat💕 #BFF chelsea_recker http://t.co/bLoM5Fo4Gg",0
RT @BasketballPics: BREAKING: Bosh just broke his nose... http://t.co/SVPEP2Ik43,0
the first part of the soca monarch finals that we missed :D,0
@_delarno yea babe.. here bout to go on the rd u?,0
Nehh my tuition teacher is late too,0
