text,label
text,0
"You're not pretty, don't act like it",0
2k14 til I crash,0
RT @itsWillyFerrell: Lazy rule 31: Can't reach it? Don't need it.,0
RT @CauseWereGuys: My parents won't even buy me McDonald's but ok http://t.co/DbQswAJxku,0
"RT @KBSWorldTV: &lt;Invincible Youth 2&gt; W/ CNBLUE &amp; special guests, Narsha and Taeyeon on Sports day on a rain-pouring day! -&gt; http://t.co/Llw…",0
Looking for love In a world full of hookups ha,0
"Omg, I'm I'm tipsy",0
@TheRealDjPooh I have to hear it to know lol,0
Just smile :D because you're gonna.,0
RT @GuyCodes: Girls with a sense of humor are so much easier to talk to.,0
RT @DoloresAngelica: I wanna see that booty😌,1
"RT @lezboobs: ""I miss you"" http://t.co/d7KVO3YSa5",0
RT @BoricuaProblemz: Being sexually frustrated&lt;,0
@Boy_Victorian_ are you sure you're a Victorian? Because Victorians don't filth and such disrespect. Get it through your head,1
@SanDiegoBubbles @BasedGeed mine was a Fiji from another school. I couldn't point him out if I saw him so,0
I hate the world we live in why can't people just love who they love it isn't fair,0
“@trillaxe: Calvo is just the king papi.”,0
RT @kushfordayz: You gave her the world. Fell in love with a slut. You at work and she at home gargling nuts.,1
"I've collected 916 gold coins! http://t.co/ZaaYpIOPnN #android, #androidgames, #gameinsight",0
they're stupid and forgetful and ugh,0
eW my cousin is putting dandruff all over my bED.,0
RT @J3Official: You turned into a ghost.,0
OUYA to end free-to-try requirement,0
HAHAHA #throwback to my 15th birthday “@WanELnino: @yeochingek haha.. old pic.. #tb http://t.co/8VLQaewa1P”,0
Knapsacks? RT @PopeyesAndAss Knuckles? RT @HarleyyyQuinn_: I hate N words so much,0
@BleacherReport @chone_murray he got ignant,0
RT @prettyskoolgra: God fearing man tryna get money who kno how to be faithful to his woman ... Ain't too much to ask for,0
@MaryIsNotAlive apparently not,1
You can't have a better today if you're still thinking about yesterday.,0
Going through my pictures on my phone and reminiscing on some good nights 😔,0
"After fallen behind 16-4, the #Vols outscored Iowa 74-49. 
#TougherBreed",0
RT @reIatabIe: i’m a bitch to those who deserve it👸,1
RT @ShootaWoota: I dnt hold grudges but ion forget sht either,0
“@Mister_Ward91: Moms hate when I be washing late at night. Shit ohh well if she got a problem them she can catch this fade.” Lmaoo,1
@fooishbar sigh..,0
RT @Danielle_eeee: @Simi_Socks happy birthday ☺️☺️,0
"RT @baseballbridget: THIS...

Don't forget Willie Mays missed 2 seasons when he was drafted by the Army

#SayHey #GOAT #SFGiants http://t.c…",0
RT @Dinero___Gotti: People sleep on old school music...old school music be the shit 😌🎶🎶✔️✔️🎼,1
"“@FootballVines: Incredible double save from De Gea to keep Olympiakos out https://t.co/1Oo404Pp51”

DAVE!!!! brilliant",0
It's all about #Siwon http://t.co/2aBhI5UWIo http://t.co/FN1vxQgzg2,0
I feel weird. 😳,0
@HayesGrier why do you only tweet pretty girls,0
Why in the hell would you put a goldfish in a condom?! #findingNemo,0
Total units under EPF regulations increased from 3.45 lakh in 2003 to 7.3 lakh in 2013 #MeinNahiHum,0
Sweet n crispy magnum [pic] — https://t.co/dkE8uWV2Kj,0
"@TaylorVerzosh and you're mother is the one who loves me, right? :)))",0
RT @AndyTheIllusion: @infiniteangel_ you are crazzzyyy when it comes to pizza. 🍕😅,0
