text,label
text,0
If someone could tutor me in math that would be appreciated🙇🙇,0
@lukefrustrated @anxietylucas do you want a dm :-),0
warm house and three blankets and I'm still f r e e z i n g 😒😂,0
"I have completed the quest 'Visit the Mystery Shore.' in the #iPad game The Tribez. http://t.co/vlmbUFtVF8 #ipadgames, #gameinsight",0
RT @OtherworId: Well when you put it that way... http://t.co/mmYDe5eucn,0
@HiddenPowerFly @YouTube You want to battle My Fc is 3136-6707-2286 ign Irving,0
RT @Kenny_Grifana: “@ChrisRobinsons: for those who think they're having a bad day http://t.co/wJFWx6zRuQ” MAN WHAT THE FUCK,1
RT @Taylorknoper: Getting kissed on the forehead is the cutest and most comforting thing ever,0
RT @turnerxd98: Ya aint wit it 👋,1
RT @sportrecife: GOOOL DO SPOOORT!!!,0
I tweet alot,0
RT @Factsionary: There is a Hybrid Rose called 'Tiger Striped Rose'. http://t.co/gVN3VrEm4H,0
Not everything lasts forever...,0
RT @JasmineLuvUxox: When “bae” flirting on the TL and it ain’t you http://t.co/Q6olWiKIgo,0
I need my girlfriend to lmk if I have to put my pants on or not,0
Hey everybody: sand volleyball tomorrow at Winfield ball fields at 12. Be there. 😎 it's supposed to be 66 and sunny,0
@BeanTheStoner no doubt bro always down to help a fellow ball fan,0
@callmeJG3 im transferring schools,0
I hate Resnet 😡,0
Why do people get so butt hurt when you keep your business yours?,1
I want it to thunder and lighting outside tho,0
@josuegranato_ erre josue,0
Jammed the crap out of my finger tonight 😭😭,1
@SkrappyLH you really have been a positive influence in my life and I wanted to express gratitude to you because of it.,0
Rudy's tonight.,0
RT @LoveTity: #RETWEET THIS! FOLLOW ME &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 250+ FOLLOWERS FAST! #TeamFollowBack #Follow2BeFollowed #Tity…,0
HERE WE GO,0
Lawwd that's the shit!,1
@__BornFame naw I was on break last week smh,0
@xJakeyJay If you equip seaplanes on the BBV they can attack submarines,0
Stop bullshitting and tell people how you really fucking feel..,1
Loving the moment http://t.co/WAJNsTnG9h,0
Alexa stop subtweeting me,0
@cemackenzie97 aw thankss girl 😅 you too! And ah believe me I wish I could've 😓 but yassss we needa chill soon 💙,0
"RT @ddlovato: Always remember.. while you're procrastinating, there's always someone else killing the game.....",0
When i be cutting up. My sis @_FinallyLegal_  be like Trent! Get yo shit together...she keep it 1000 whether I'm wrong or right. Much love..,1
@minaaahun lmao she completely contradicted herself what an idiot,0
@janelleluvspink I Was Like Nooo Df Bitch Uan Have It Glue Nor A Cap The Wind Could've Blew It Away .,1
Time for beds! Enter for a chance to #win $10 in points. Play #Sweeps http://t.co/mdLRumdAO2 via @WYWFred,0
RT @Fitsmotivation: dream body 😍 http://t.co/zM8mB85Mxv,0
Aw someone's mad they don't have friends to go on break with http://t.co/1OsKavpdwp,0
"@liv_ee_ahh you scary that's why you didn't come to the street how even your ""friends"" said so 👋👋",0
RT @WhoIs_Nick: This really works &gt;&gt;&gt;&gt; 👌 #TryIt http://t.co/5yDK4PmjMM,0
RT @fxckmy_dreadz: Not Everybody are who they say they are 👀💯,0
"Sitting in the car after swimming, starving but unable to find the mental capacity to figure out what to get/buy/make for dinner.",0
@reggiedaniel88  it's funny because some words come in the wrong order 😂😂😂,0
@Just_play_Man @EliteTidalMUT @dabulls629 @Mutman1231 k how much for reed and coins,0
