text,label
text,0
"RT @TedOfficialPage: Everything in life happens for a reason, so don't give reasons for what has not happened.",0
@savemehbetchs lmao this was posted by you? http://t.co/Zhvpkvt5Qe,0
@GeraalNoguera lolz this entry by you is so funny http://t.co/dnnLOSoWKB,0
Fuck Physics.,1
"""Where did the leprechaun hide the gold?"" http://t.co/BMcKN1fADH via @DrawQuest",0
"RT @RedZamira: ☯Gain followers!
☯RT This
☯MUST FOLLOW ME I FOLLOW BACK
☯Follow everyone who rts
☯Gain
  #FOLLOWBACK #kca #faceofmlb 98",0
I'm at Cadde Fast Food w/ 2 others http://t.co/X37QzgbLKK,0
"Ray Ban Sunglasses $19.99 http://t.co/V4bpTXoKW1, NFL, NHL, MLB Jerseys http://t.co/btD1T953kL, B002-Cool, 82.002% off !",0
Today's stats: My Twitter account's value increased by $1.62 to $550.80. Automatically checked by http://t.co/VGCB2m9dSA,0
"""@ReIiableTweets: she looks so pretty with blonde hair http://t.co/mw7A81Wyy0""",0
"RT @Darius_M4: This chick don't know if she wanna play soccer ⚽, catwalk down the hallway💃,  or work at a construction site 😂

http://t.co/…",0
"@mukesunrise you do now, probably catching them when they fall is better?",0
I'm up,0
mmmmmmmmmm My vote for #FanArmy goes to #LittleMonsters #iHeartAwards http://t.co/1noa00H2f5,0
"RT @Ashton5SOS: ""The fringe time continuum""",0
"http://t.co/hG45HY89ca
Brass Inserts Moulding #BrassInsertsMoulding #InsertsPlasticMoulding Inserts mold in inserts",0
Getting my little sister up for school shouldn't be this difficult. 😒,0
@alysa_siodora can i have ur nike? 😭😭😭😭,0
"@abpnewstv what caused the death of 150+ people in Delhi, when Kejriwal was CM. Did he compensated their families?",0
That storify was pure victim blaming. You want to chastise someone for asking for more sensitivity for something that actively pains them...,0
"RT @vibesxx: i can't drown my demons,
they know how to swim.",0
"RT @KenneyMyers: Hey @gloverteixeira used that #RNC last night in kempo class that you taught us at your excellent seminar in Katy, TX. #ho…",0
RT @itsTyga_YMCMB: Why stress over something you can't change.,0
@ttcashow doesn’t download on Pocket Casts - “Too many http redirects”…,0
I'm at buss if jc http://t.co/4OWVjT6fBy,0
RT @YrGngelopoulos: THY Globally Murders ... http://t.co/iqN1xzTcec,0
"RT @StarbucksQu3en: RT for a Starbucks indirect? (Follow me if you don't already, I follow back just ask ) 💕 http://t.co/GuwbYVS4vF",0
Or it could just be a very odd coincidence. But I smell a stalker.,0
RT @emusiccatalog: #mp3 #music $1.28 My Diary Part 2: Love Upon Us (Bootleg) - R. Kelly (2007) http://t.co/8Od0C9QXV5,0
I miss the fun we used to have together.,0
city pictures sydney wallpapers australia http://t.co/E1vHd7qdPJ #city #pictures #sydney #wallpapers #australia,0
y does every1 want 2 b asian what,0
@S960742067 what thes is,0
RT @hay_carly: Seemed like everything I used to know #KCA #VoteTheWantedUK,0
Take time to gaze at the stars http://t.co/OAFcjCzYeN,0
"RT @TumblrMottos: When I was a kid, I hated to going to bed. Now I cherish every hour of sleep.",0
"Boy: ""Look! I painted my fingers all black! Now I have to wash my hands upstairs, and you can be all happy again.""",0
@Aldairashi Hey! Can u follow presenter @xoTashaa plz! U can check her out &gt; http://t.co/S7JS78P2D4 … … … … lots more 2 come! Thankss ❤,0
"Thanks to Stephen Hardstaff for his talk on his life of album covers, political postcards and hilarious anecdotes. http://t.co/QTbu4gLNW6",0
@tassie_codriver I win!!,0
RT @xonadilene: ugh i hate homework so much,0
"""@ItsFoodPorn: The Ultimate Gooey Caramel Brownie Mug Cake Sundae http://t.co/BDjaecHJeQ"" CAN U NOT ARGHH IM STARVING RN",0
"ended, he wasn't entirely certain his visit would be welcomed. Yet still, months had past since that encounter, and for whatever reason, &gt;",0
I'm at City Times Square http://t.co/UFTFzaHruQ,0
RT @PhebeBodelle: THE VOYEUR’S WHORE #explicit #erotica $2.99 http://t.co/OmQT2LNqRe From Amazon worldwide. Bonking her husband’s mates so …,0
2 more days of spring (I think) ?? 💞☺️,0
RT @LansBrahmantyo: Streaming now. #TheOvertunesOnGhiboo,0
3/17/14 Station 61 received a call for a brush fire on Radebaugh Rd. Assisting Grapeville VFC. Engine and Squad 61 responded,0
Varsity today,0
People rarely succeed unless they have fun in what they are doing,0
@Runciballs @rodgerrodgersu @TurnLeft2016 @sheree_drylie I have suggested to MarchinMarch that this be an ongoing event (perhaps more often),0
"This is really cool: Big-bang physicist learns he got it right in emotional video http://t.co/8gi5n290VQ
Especially the related article.",0
@Ayufitri21 lolz this update by you is cool http://t.co/82vWkT5Qn0,0
"@inyongthegr8 actually, what im learning right now are just improvements of my recent background with these languages  :))",0
@stormin_ i think that's every Autopage employee. they obviously just clone them.,0
"RT @ILoveNaMo: #SamvadOnTerror The Police-population ratio has barely crept up from 128 in 2008, to a severely inadequate 137 as on Decembe…",0
Not mean and shit like all the other ones,1
I'mma come home and sleep so hard,0
@stuartjohnson17 it's a trap;)xx,1
Wall Street Breakfast: Must-Know News http://t.co/SF7EUT7COf,0
if for I a that one find up they have my with that all can to all all be so out when,0
I posted a new photo to Facebook http://t.co/C31XCi08b0,0
"RT @DailySportPosts: Leadership is getting someone to do what they don't want to do, to achieve what they want to achieve. - Tom Landry",0
It's funny how a person who was once just a stranger suddenly mean the world to you.,0
@MylesFlaherty No calories when you just look though!!,0
"@mesargentinacom  It is recommended that students complete the Level 2, your course provider should be able to help decide if it's required.",0
"Honestly, if I'm nervous around you give me a little more time, the thing about me is that I need to warm up to people before I open up.",0
RT @CXHelen: Fun start to the day introducing the Bedford stage of the @thewomenstour the mayor wants the most spectators I admire that let…,0
The fire theory http://t.co/PcergZ22ry,0
RT @DeeStevenss: It's goin' down : #Adidas #Ivoirien #Outstanding #Allin #African #Africa #Addict #Kalou #Stripes #Striking #Lawd http://t.…,0
"RT @AKPRAISE: PHOTO: Ladies, What Is Going On Here? WOW http://t.co/XnBOA5db16 Via @Akpraise",0
RT @TheBuie: going to the gym with your wife. doing bicep curls staring across the room making nasty faces at her while she's on the ellipt…,0
@JenniMaq mary told me we were good and she should have been grading them haha,0
mmmmmmmmmm My vote for #FanArmy goes to #LittleMonsters #iHeartAwards http://t.co/OGpWrSJC1t,0
Certain people think they will feel good if certain things happen The trick is you have to feel good for no reason. - Richard Bandler,0
I wonder how many people are wearing Rutgers today......,0
The guy who plays Dr Chilton in the Hannibal series is incredible. You want to punch him in his face even though he's not a serial killer.,0
RT @milessimon: @BReinkemeyer @Dkerperin_00 @shocker2169 @seant950 will do,0
"RT @MarilynMonroeDC: New day, same bullshit.",1
RT @HCEVENTNEWS: @VoiceTechs are exhibiting at #HC2014 the national IT event 19/20 March in #Manchester http://t.co/KTmPvfFC8j,0
Rose Quartz earrings - 20% off! (code MARCH20) https://t.co/Vy8jlbumjK http://t.co/eJQCd9Jkp0,0
"meet the new #ipadian game player....the #ios emulator for pc.....check it out..
http://t.co/iHyMaBmwrA",0
at Home 😍😍😍,0
"RT @MikeGasior: Gotta love iPhone autocorrect...just messaged someone to see if they ""wanted to go rubbing with me tomorrow?""  Now they're …",0
"pass it on as well, she needs at least 1,000 signatures for it to be considered useful and she's a very dear and close friend of mine",0
I have my wrist in the brace thingy again because it hurts SO BAD! I couldn't even scroll on Instagram! 😂🙊,0
"“@Yolandaas: “@GB_MILLI: Any girl taller than 5'8 is not a girl. Your a fully grown man tbh”wow im almost a man then” 

Almost* stay a girl👍",0
"One of my videos is upside down, How do I even turn it the right way up haha",0
OKAY I HAVE TO GET READY BYW,0
annoyed,0
"So Moses went back home to Jethro, his father-in-law. “Please let me return to my relatives in Egypt,” Moses said. “… http://t.co/dzqXtt7nA7",0
"I've collected 19,540 gold coins! http://t.co/68v96VGr5c #android, #androidgames, #gameinsight",0
"RT @hazxq__: if you don't want to be my friend, just go. I won't blame you",0
$PMCM - Primco Enters Into Agreement to Acquire Fully Licensed Seattle Based Medical Marijuana Co-Operative and http://t.co/O83qg5gZJJ,0
"RT @ShitPinoyQuotes: Dear God, I just want to take a moment to thank you for my many blessings, and thank you for giving me this day.",0
#Survival http://t.co/50sWWqV62X Must Win: A Season of Survival for a Town and Its Team,0
home alone,0
"Even if your feelings make total sense to you now, there still... More for Pisces http://t.co/NSoXpmZEN4",0
The creation of something new is not accomplished by the intellect but by the play instinct acting from inner necessity,0
Why did I pick engineering,0
Not even bout school today,0
@Celtic_fcBR have a look at our personalised club #ties http://t.co/lCDPNuVgUg Please contact us for more info,0
Hiding your intentions from others is nearly impossible today ... More for Aquarius http://t.co/YJkGOf3JlM,0
RT @SprollieBella: It would make me so happy if you could all have a look at @NWDogRescue and see if you can find these pooches a home! #wo…,0
"RT @_o_MARIELLE_o_: ★҉☆ #FOLLOWTRICK ★҉☆

➊ #RETWEET IF U ARE #TEAMFOLLOWBACK

➋ FOLLOW ☞ @bonkers_mad ☜ &amp; ALL WHO RT

➌ GAIN WITH #ANOTHER…",0
RT @MrDavidMichele: [NEW PICTURE] Jenna Ushkowitz and Jayma Mays at Glee's 100th episode celebration #glee100 http://t.co/4yeRv2XYB0,0
"RT @WomenOfHistory: 5 rules of a relationship:
1. Stay faithful.
2. Make them feel wanted.
3. Respect your partner.
4. Don't flirt with oth…",0
@brewerbrianna79 Not as excited as we are Brianna!! You just NEED to send us an Instagram of your hair after you've used the products ;)!,0
I hate sweetwater so much.,0
Really? Don't push me.,0
RT @bluezboy96: To be fair... http://t.co/6FpvC1qiXZ,0
When I play with Darnell's chin it calms me down for some reason,0
"cliffordmuffin • your icon makes me happy, so cute, love your user",0
"RT @5SecsOfCookies: LIVESTREAM ON FRIDAY
5SOS FAM BE LIKE… http://t.co/m5Ephkpqim",0
I always leave my phone on my lap and forget it's there so it ends up falling on the floor allot,0
I added a video to a @YouTube playlist http://t.co/JynNAE4n1P Committed The Family Song,0
@MKMowers I love you too! Yay that's all I wanted! Can you help me try it out?,0
RT @ChiIIVlbes: Shit happens → Life goes on,1
"@AnitaBellows12 @Phillip_D_Jones @afneil I believe that self employment can be great for disabled esp. As always, the quality is key😎",0
RT @samairafarid: The people that aren't taking selfies are celebrating themselves for giving a massive £5 to charity. Stop pretending you'…,0
"""@marcusrussell3: Custom made shoes but I don't trust a soul💯""",0
I hate being sick af,0
Dasean like bare shit lool.,1
"RT @Bhanu9055: http://t.co/xsOnchhsT5

Sofa Repairs Leeds

If you are not in situation to transport the sofa to our workshop, our qualified…",0
Be you'r self :p (no edit) [pic] — https://t.co/A9Px8hy7UY,0
@mehreen_alaya @mudassarkhanfan @suhema_anjum @trivediprachi22 Aww.Thnx sunshinee....,0
"RT @MgaPatama: ""I don’t regret my past. I just regret the time I have wasted with the wrong people.""",0
RT @CauseWereGuys: Me checking my grades... http://t.co/P5DdFnzwk6,0
@GthonAFC @Gixibyte i jump for 5 mins. HAHAHA.,0
"""@Omo_Ondo1: Whats with this @OneMicNaija sef well i would be there to see @iyanya do his thing....""",0
"HAHA!! ""@Joni_moreNEWER: nobody cares RT @UberFacts: One American consumes the same amount of resources as 32 Kenyans.""",0
RT @TopRetweetMax: ♥RETWEET♥ONLY♥IF♥YOU♥WANT♥NEW♥FOLLOWERS♥ ✈ #Retweet ✈ #TeamFollowBack ✈ #TeamRetweet ✈ #RetweetNow ✈ (@TopRetweetMax) 26…,0
RT @justinbieber: inspire the world. make a change,0
@_NAV1N thanks bud!😊,0
"RT @Ashton5SOS: ""The fringe time continuum""",0
"Well, after read fanfic jessica-daehyun couple i became more interest with daehyun haha  #소녀시대 #소녀시대미스터미스터",0
"RT @CatPornx: ""Carry me, mommy."" ~ http://t.co/qERmEwl88V",0
"RT @Ashton5SOS: ""The fringe time continuum""",0
"RT @MakeYouLaugh_Ha: Everyone is guilty of smiling and saying ""yeah"" when they have absolutely no clue what someone just said.",0
"hiring Network Customer Delight Lead Manager at Bharti Airtel Limited Gurgaon, India job",0
@trillnae_ THANK YOU !!! 😘😘😘,0
RT @FunnySayings: If you don’t think I’m cute that’s your problem not mine,0
Going to the NCAA tournament tonight 👏👏,0
"@looole07 LOL u gotta read this, its funny http://t.co/Tcwk4H953j",0
"@3rdtime_charm you right, but I'm laughing b/c YOU MAD 😂😂😂",0
"@kaitou_al lmfao you got 2 see this, its awesome http://t.co/QWAsXvwnUA",0
