text,label
text,0
@CMJ_2012 oh okay !!!,0
"RT @Talking_Sloth: tonga rugby league team dance for youth http://t.co/oELbxuBW3g #australia, #oceania",0
Not feeling this...,0
@PosaJunkie some type of Mardi gras drink I'm a big cup,0
RT @RODEOHOUSTON: 2014 World's Championship Bar-B-Que Contest Overall Grand Champion: BBQ Commanders 3! #RODEOHOUSTON http://t.co/PEbhBXnjlI,0
RT @AdorableWords: #ThisCouldBeUsButYouPlayin http://t.co/mDKKT3vwhE,0
@dreamy_aya @maecycecil501 The Jung Mal one is a serious AND a TJM's one :p we must do something like that XD,0
@jasondevos @JeffDSalisbury @vonellajr @UmbroCanada @AbsoluteSoccer I promise - you'll be happy.,0
Watching The Little Mermaid 💚🐟🌊,0
RT @Trickle33: “@WesMase17: @Trickle33 that mark vaughn doe.” @that_Vaughn_boy,0
RT @adamwickhamm: And if your weed has white hairs I just giggle at you,1
RT @Jourdynalexis: Right!!!! http://t.co/KmITxtd2OX,0
RT @justinbieber: #giveback for my bday. let me know how you are helping change your community and world. thanks,0
"To infinity and beyond! The Disney movies you adore, whenever and wherever. (US Only)
http://t.co/2vUU2C7UUM http://t.co/zUqBY7HmHW",0
RT @tityboyswag: @MzzDaijaVu okay okay I'm gone let you slide,0
@zaynmalik I'm not going :(,0
Order one pizza aye?,0
"Teacher: ""Where's your book?"" Me: ""At home."" Teacher: ""And what's it doing there?"" Me: ""Having more fun than me.""",0
Actions speak louder than words,0
"RT @ArianaMajor: RT if you are proud to call yourself an Arianator. 
#VoteUKArianators #KCA",0
"RT @_zaynloveme: yo yo yo

rt for indirect 

Free bc I love you.",0
"RT @ohteenquotes: It's just a bad day, not a bad life.",0
#eastenders #gossip EastEnders: Dot Branning to receive terrible news over son Nick - Digital Spy UK:... http://t.co/G0lCM1OWKL #retweet,0
"How can i move on if you always in my dream, if you always in my mind everytime.",0
@SergioGarcia18 so dirty Maynor should watch his head,0
RT @lnsaneTweets: I would die if someone made me one of these 😍💿 http://t.co/MxRjZcwZ9G,0
RT @VanquishGamers: .@ScufGaming Controller Giveaway! Must #RT &amp; #FOLLOW Both @DB_TooMuch &amp; @VanQ_SweaTy For A Chance To #WIN! Winner Annou…,0
Terminus profiting at this time added to these internet rebuying baksheesh: GevuqKg,0
DAPETIN BANYAK FOLLOWERS? Gampang! klik &gt; http://t.co/3Daor91OWd  &lt; #FllwrsGrts #GMorningCN #NionerWeekend #PemoONHoliday #WowILoveIndonesia,0
Nothing makes me sad nor nothing makes me happy I just don't feel nothing . (:,0
@radunn11 ❤️❤️❤️❤️,0
@Veezindatrap Unnnnt uhhhh once you got aids YOU ALWAYS GOT AIDS😂😂,0
RT @ASAPRockyTRILL: #RT if you would wear these💯 http://t.co/Dt07CICH0B,0
"Pygmy Hippo Baby Learns To Swim (&amp; VIDEO):
http://t.co/R4nYtFeAZz",0
@DaleJr how does science fit into your preparations?  Prob some physics for sure with aerodynamics. My students would find it interesting.,0
RT @ChelsDawn12: I can't wait until next year and what it brings.,0
RT @Maciear12: “@imarleneking: Favorite romantic PLL lines?  So hard to pick just one.” Pretending not to love you was the hardest thing I'…,0
Sobbing because all of #TheLittleMermaid's songs are the best.,0
I'm so xhausted oh god what a nice sleep I get,0
