text,label
text,0
RT @fujikawa5090500: #striptease #whooty #fetish #bigtits 327 http://t.co/az4meBLW1L http://t.co/zavRhPZ707,0
On my way to Meriden finally,0
"RT @OurCanadianHope: when guys say ""I'm better looking than justin bieber"" I'm like http://t.co/Yegq5lQN9o",0
@EzraDanglezz night niggaa!!,1
@jelli3bunnies haha this post by you is so funny http://t.co/Xnm0BR4onX,0
You find success when you finally allow yourself to make mistakes.,0
Rich kid asshole paint me as a villain,1
party finished early ,0
"RT @LoveableQuotesz: things on my mind right now:

1. you
2. you
3. you
4. you
5. you
6. you
7. you
8. you
9. you and you",0
RT @Jaycee_Renee_: Hey I'm tired😅😴,0
@Nashgrier would you please follow me it would mean so much babe 😉,0
I posted a new photo to Facebook http://t.co/2ABQdYoDzr,0
"“@HuffPostGreen: Anarchist cat owners, alone no more http://t.co/dDwrh48SDH”cats may seem like anarchists , but they r really highly evolved",0
chut's tweets are on point rn,1
U.S. Southern Border Main Entry Point for Hezbollah Terrorists: http://t.co/maxCfd8shG,0
Can't wait to get my car back 🚙💨,0
RT @143kimpark: Chandara darahae #comebackhome woodara daragon,0
"RT @evoladik: TWEET #2NE1, #COMEBACKHOME TWEET!!!",0
Nobody knows the last goodbyes.,0
@aamanda_wall I am lol'n so much right now at this http://t.co/VTPhjmX02Y,0
RT @2302Xavier: My shirt was off and I was TURNT !!!,0
i hate faggots,1
RT @abbbeeyflorence: @haleeykalli that's rly innapropriate :-),0
"RT @myozuris: RETWEET FOR +1000 FOLLOWERS

|#TeamFollowBack |#TeamAutoFollow

|#InstantFollowBack |#InstantFollow

|#AutoFollowBack |#Follo…",0
Check out my new video http://t.co/oaLEdfAO6I http://t.co/vyQeMl52kb,0
@SomeDudeDel jk man idk what to tell ya.. didnt think that all the way through,0
@LisbethePadilla haha this was done by you? http://t.co/16h12gZHi0,0
RT @1DUpdatesOnline: 5/5 selfie http://t.co/tDJ0yOvXgk,0
Making new videos tonight😈 @mygirlfund @Tattooed_Babes @GreatAssBigTits @SexyLadyShow @BestBigBoobs @BoobCritic http://t.co/DKKtNGX3oO,0
#teammakenna @harding_makenna,0
I posted a new photo to Facebook http://t.co/seDZFY1d6Z,0
RT @GoalieWays: Matt Stajan points to the sky after scoring a goal for his son who just passed away. Nothing but respect. http://t.co/0UkOo…,0
My Bestfriend Sleep Dumb Hard I Called Him Like 3 Times 😤😩😑,0
@DorcasGeorgette haha no they didn't but that's hilarious!,0
"RT @CloseupPH: ""@ColIegeStudent: I'm tryin' to pass this semester.. http://t.co/6sl3o0svNK"" 
HAHAHA Worth a shot guys!",0
@JayyLoyal_ @_briaaa_ girl u crazy okaa 👌,0
"RT @RealSexNotes: If I choose you over sleep, you must be fucking special.",1
RT @PrincessBhole: Leave the vacuum on so no one can listen to your feelings.,0
@MobyTheChrissy I just learned something new today. Turnup!,0
RT @amaran666: “@JustReIatabIe: you're too young if u don't remember this show http://t.co/eHKnV5myvs”love this show,0
Support #BrosSaveTheChildren. http://t.co/tddX8JbrxT,0
RT @KeithN0Sweat_: When a female love a nigga💏 she loves a nigga to the fullest 😍 and the only person that can fuck it up is dat nigga.. 💯,1
Make sho ya call me fresh !,0
http://t.co/YbpPiASrC4 See who's getting appointed to panel on Grand River's future http://t.co/65SMAprzX3 #GrandRapids,0
