text,label
text,0
"Told me to go pick out a movie so we could watch it tonight, boy I know u tryn to fuck and this lady here has waaaay more respect 4 myself",1
Hate when I favorite things by accident,0
"I have Coliseum on my island! Now my island is even more awesome! http://t.co/aBVoCT7R8Z #iphone, #iphonegames, #gameinsight",0
"RT @YahooForde: If all reports are accurate, this is a great night to be a Broncos fan. Wow.",0
RT @AmyJane: Which is worse? You kid coming home from school with lice or a recorder?,0
we’re gonna be some weird adults,0
"@chynaabyna @SmashKid312 I might eat at islands 😂😴 California pizza be nasty sometimes , or PF changs",0
"RT @Simonsen896: #LORDJASONJEROME @LORDJASONJEROME http://t.co/WCtHjUBXqX
 #NathanCameron #BACK #ANDROID 238",0
RT @ElNazoDeJuli: s  #VoteGoodLuckCharlie #KCA,0
RT @_Mr_cigaRELLo: @Thatkidnigel_ god knows we need it,0
RT @Lmao: Retweet if you're Beyoncè,0
RT @Chief_Cocaine: Who said Darkskin Babies not Cute ?? My GOD😍 She's Beautiful 😘😍😍 #NaturalHair #NaturalKids http://t.co/arYMT4GxrF,0
“@Mariana_O_E: “@ErikaAmericaa: I'm THAT chick not just any chick.” ✊” 😌😚,1
@ThisIsFusion not what he had in mind,0
@ThisIsFusion not what he had in mind,0
"RT @iansomerhalder: Hoping flight MH370 is found soon so peace and answers can come to all the loved ones of those aboard.
My heart aches.T…",0
I love even more how much he spoils me,0
RT @ColIegeStudent: After I finish midterms http://t.co/tLLhuRhANC,0
"RT @CuffMe_LongTime: 💥🌟HEY YOU🌟💥

◾️Want More Followers? 👫👭👫

◽️Follow ME &amp; @SamanthaCartel 

◾️RT ➡️ #TityFollowTrain 

◽️Gain 100+ Follow…",0
"RT @GoshURbeautiful: When my mom tells me ""no"" all hell breaks loose 😩😩",0
I've been avoiding commitment that's why I'm in this position,0
"Full WWE Network Schedule For Wednesday - Boston Garden Events, RAW Flashbacks, More: Full WWE Network Sc... http://t.co/tHEN8YvWjR #WWE",0
"Pats keep gettin worse and worse, bradys got 2 maybe 3 more years, oh this should be fun",1
"RT @nfl: Aqib Talib, @Broncos reach 6-year deal worth $57 million, per @AlbertBreer: http://t.co/DZZwCt2Due http://t.co/rcjhDpL5Vo",0
RT @TeamCoco: RT if you're duct-taping your face to a screen April 13th when @ConanOBrien hosts The @MTV #MovieAwards,0
"@LovinglyLynette *she smiles, holding her hand* I'm sleepy...",0
RT @ArianaGrande: @scooterbraun moments. u gonna start saying sensible next? under the @isaacboots influence,0
"RT @Basso305: #LORDJASONJEROME @LORDJASONJEROME http://t.co/P6CAug7S9c
 #NathanCameron #FOLLOWBACK -21",0
#latergram #stumptown #coffee #branding #typography #losangeles #downtown http://t.co/azNF1PdPBk,0
"RT @JColeDC: To me, you are so damn perfect.",1
"RT @UnrevealedFacts: You can’t always be nice, that’s how people take advantage of you.",0
RT @tinatbh: fun prank: put $1000 in an envelope and mail it to me,0
Why am I awake !! Now tomorrow ima be tired &amp; moody,0
RT @BensonYDG: I feel like if Beezer went to my school things would be a lot better,0
"#NowPlaying Ho'aikane ""Down the Busy Street"" http://t.co/gOxaq54qsH #ListenNow",0
RT @bibliosexual: @majesdane a) she's fictional and b) the world is not kind enough to allow us to have seen that.,0
