text,label
text,0
"RT @occuringsimper: i literally always justify everything i think to myself, im always going back and forth with different reason or perspe…",0
RT @StarrGasmiK: Crazy Stuff You See At the Gym 😂😂 http://t.co/Sn0FhfcVsC http://t.co/jZmtDh5wut,0
"RT @Anahi__x: Don't worry about me, worry about yourself.",0
“@lTHlNKTHATWAY: a word that represents my life: done”🙏,0
Let's stop beating round the bush,1
Goodnight all! #godisamazing !!!!,0
"The wild new @RNGWRM13 album is streaming over at @invisoranges. Catch them at #BreakTheIce2014.

http://t.co/CBkcGvmn7N",0
"“@_thickMadameee: “@CraveEmm: It ain't evn 12 yet dumb hoes 😒” is that how you talk to ya followers? I'd unfollow you me, ungrateful hoe!”🌵",1
@Softballgrl_14 yes -_- thats why i was mad i couldnt go,0
2500 Flyers design free $150 251-406-7786,0
My new sounds: Samio Rox - Size (Juan Gonzales Remix) http://t.co/sSyro0JdJT on #SoundCloud,0
@IyumvaQueen @criscab He's so perfect!! Very modest😍,0
“@alexxtantt: Big trucks are just 😍🙌” you know 👌💕,0
Walking into my mother's house reminds me of why I need to be walking into MY OWN home,0
WHY IS HE COMING BACK TO VISIT,0
RT @cleke3: Questions I'm just like... To 😂😂😂 https://t.co/mbWSYzCfyy,0
"RT @delylah_xo: honestly if my mom wasn't willing to be in my life, I would just shut her out completely. I've done it before. I don't need…",0
All these apps and nobody still not talking to me tonight http://t.co/Qn5XSpA8a2,0
RT @brittneynicoler: So so so so so so so so so so so so so so so so so so so so pissed.,0
"#wcw my girlfriend. I mean come on, who wouldn't wcw her. But don't, she's mine.😉😘 http://t.co/tj1xphkDWh",0
"""I would make same sex divorce illegal. Then let's see how bad they'll want it.""",0
"RT @sameersadhu: In another classic case of misplaced keys, I seem to have left my keys in @timkek car, who left his phone at @edwinwaliman…",0
RT @ethiopianinja_: god forgive me I been hurt by a couple niggas that's why I wake up say my prayers and be like fck a nigga,1
RT @warriorsworld: Barnett covering the lack of rubber on shoes again.,0
Fucking idiot,1
I need an ice cream sandwiches and a long talk with my Daddo. #kidatheart,0
"I do like the vision of being I'm warmer southern climate, dogs, a fun car",0
"RT @BrendenHansen: Nothing better than someone you can talk to from when you wake up, till you fall asleep.",0
"RT @ReminisceLove: 👉RT Cheeky Night🎉
Venue: Bianca 16⇧(1 Soft🍹)
Anastasia 18⇧(1 Alcohol🍺)
Time:10pm-4am 
📞Contact @RyanMKJ 96508305 http://…",0
Got awaken outta my sleep with a good ass text 👏👏😊😊😊 that's my baby,1
@JWH_755 @sydneyroosters we will be there and your right it will make a difference go the @TheParraEels 2014@jarrydhayne_1 @tim_mannah,0
"RT @ltsTyga: My ex? We're not friends, we're not enemies. We're just strangers with some memories.",0
"Paradise is surrounded by trials; so if you want to get there, be prepared for a journey full of tests! #Afterlife #islam",0
RT @JayKeepsitReal_: if the nigga playing you there's no reason to stick around and be there for him he's obviously doing his thing so move…,1
Photo: momdiggity: meticulousphilosophy: little-howie-lovecraft: HGNKPFFF fckingdone omg what http://t.co/Lk1mQTuSCo,0
@lexi_brumbaugh I didn't get one😔,0
RT @CarliCokes: I despise people that user their speaker phone in unnecessary situations...,0
RT @ItsDonteiFrass: Attracted to you because you’re different 😏😍,0
RT @SexualTurnOns: There is nothing better than a long tight hug.,0
