text,label
text,0
where the sun gone?! ☔️,0
Done Following on FB and Twitter on the consolidated account,0
"Cupcakes please... :(( — Okaaaaay, g! :))) http://t.co/M8hYJeqU4Z",0
RT @ItsFoodPorn: Caramel Apple Ice Cream http://t.co/cu9QIMxipI,0
EVERYBODY WIT THEY GURL N IM JUST LOOK SLOW 😝😝😝😝,0
RT @BrooksBeau: Apparently planes get this close to some beaches... if I was a shark the engine would be my cue every time. http://t.co/TFT…,0
done mentioning lol,0
@ragin_bullshit @pgo1980 Really. :(,0
"RT @Myriam_Ebg: ""@Modeste91: #OnFuckLeRacisme http://t.co/hQnC8fQpee""",1
#welcomeTweet @piqahsam @AzrinSyazZRAS @Farhanomar315 @dian03517799 @iffah691 via http://t.co/AjLZJiJzkO,0
"English: Class
Filipino: Baso
English: Glass",0
"RT @ArmorOGod: God not only sees where you are, He sees where you can be.",0
"RT @MahomieWarrior: #FOLLOWTRICK 
-RT
-FOLLOW ME/@_Diamonds_Shine 
-FOLLOW WHO RT
-I HOPE U'ALL GAIN
-FAV 2B MENTIONED!!",0
This is funny but cuteee🙊👄💄❤️. @lialaceyX http://t.co/UyBKOhCFuU,0
This bus is fucking boiling! Needs some air conditioning!,1
RT @PCSO30092Pinhoe: So as it's my day off can I ask for a little bit of help to get me up to 3300 followers ? Go on go on go on !,0
RT @plushiesexual: TBH..........I-BLACKJACKS ARE TO BLAME SO STFU W/UR COMPLAINING #2NE1 LACKJACKS! #COMEBACKHOME,0
Ready but still waiting for Charlene 😤😤,0
"""@GreenSoil: The Manure Tea Gardening Daily is out! http://t.co/sCVLj37Bq7 Stories via @KimReynolds @lisaolie"" Thanks! @FastCoDesign",0
RT @drwxsqueen: @ililovesjb $$ sexy justin,0
RT @jodiebellardx: I want my hair rlly short but also rlly long hair do u see my problem,0
"RT @andyread52: Szechenyi Baths, 21st March, 250 swimmers, 3 pools, 1/2, lifeguards, in EU - whose got it right Hungary or the UK? http://t…",0
