text,label
text,0
I will hate myself until I die .,1
"Oh now you wanna tell a story about you friends that pissed all over your ""Black Flag"" blanket? Please do",1
she wouldve did the same shit!,1
RT @JColeDC: You are mine and no one is going to change that.,0
"Today stats: One follower, No unfollowers via http://t.co/xM3ckMEnaM",0
RT @diaryforteens: THIS IS SO CUTE OMG http://t.co/geeFfJcQoQ,0
for with when one to be u me rt it get u find I when at it all out to out be find they a be can your up we me we my me my if you,0
@iCouldBagYaMom @_KingStro so what like a year later,0
GOD LOVE they make the world go 'round 😍 @mitchgrassi @scotthoying http://t.co/04A5M9RVAR,0
RT @justinhaswell_: Cramps in the arch of your foot are the worst!😫😫😫,0
"After a lot of hard work, we finally did it! We're a WFTDA league! Thank you to everyone who supported us and... http://t.co/m0eX5RYjMi",0
"RT @NotCommonFacts: People say “you don’t know what you’ve got until it’s gone”. Truth is, you knew what you had… you just never thought yo…",0
So happy right now 😊💕,0
Guys stop getting cards ✋,0
RT @Haley_1397: I always treat the wrong guys like kings .. I need to stop doing that.,0
Ladies Get your girls together for The Return of The Bachelorette Party Male Revue Featuring The… http://t.co/2bOdnCuTnE,0
"RT @TrinaHartt: Want to have a body like her? Check out this simple 2 step method -&gt;&gt;
http://t.co/743ncEq2NN http://t.co/RIW7IIRzh5",0
Keep on dreaming even if it breaks your heart,0
RT @NBCTheVoice: RETWEET if you would turn your chair for Beau Thomas’ rendition of @RayLaMontagne’s “You Are the Best Thing.” #WatchingBli…,0
Always sore.. 😅,0
So...thanks to this korean drama i found what my button is. And i guess many of you already know it.,0
Thank You Sadie,0
"❄️Hi Michael Clifford from 5SOS

⛄️ @Michael5SOS 

❄️You are my sunshine, you saved my life.

⛄️ Please follow me, I love you.

❄️2,830",0
Spaghetti night with the sister. 😊,0
I've collected $13419! Who can collect more? It's a challenge! http://t.co/QJ2GKdIUrU #gameinsight #iphonegames #iphone,0
"RT @1000sFollowrs76: #RETWEET THIS! ✔
#FOLLOW ME &amp; EVERYONE ELSE THAT RETWEETS THIS ✔
FOR 100+ FOLLOWERS FAST!
#FollowPyramid ✔ #TeamFollow…",0
@ellay_jellay me too--- I'm a vac hefron all the way ❤️,0
RT @bennbermudez: LOLOLOL I SHOULDNT BE LAUGHING THIS HARD http://t.co/eqZqaX4UXC,0
“@putyolightasup: what the fuck did i just watch https://t.co/HqmYdC0t9b”wtf...,1
@LinShi4Ting WHAT APP?,0
"""All that really matters is that the people you love are happy and healthy. Everything else is just sprinkled on the sundae."" #TeamPW",0
I'm gonna for a golfer or something.,0
"Without that badge , you a bitch in a half @BOOSIEOFFICIAL 😂😆😤👌🙌💯",1
RT @anna_greeneee: “@drunk: To everyone enjoying their Spring Break http://t.co/5HqeVcVScO” @samgodfrey13 @ShaylaFishh we gotta remember th…,0
cannot wait to have drinks and lots of them !!! come on Saturday  #mamasnightout 🍺🍷🍺🍷,0
"I'm literally sitting here crying, no matter what I choose I disappoint some one and I HATE disappointing people",0
"“@fluffyguy: Yeah, I don't see the resemblance #Wooooooo http://t.co/1xaljNRD8o” you two look so much alike! /.^",0
RT @TeflonBrand: Try ur luck! Enter our #StPatricksDay #Giveaway 4 the chance 2 #win a 3pc Sauté Set coated w/ Teflon® Platinum! Rules http…,0
RT @xallylove16x: @Young_Rondo_ ew probably not Zach 😂😂,0
