text,label
text,0
@carsonroyster I think hers at his house,1
North Carolina USA Charlotte http://t.co/3VPQtd1tq5  BREAKING NEWS 413 Mercer University Macon s Mercer University stuns Duke in NCAA Tourn…,0
"Niqqas Act Lik Lil Bitches Nowadays , i Do Better Fw A Female 😂😫😒",1
@WZico_sz i hate you e u e,1
"SLOW! Test ""Tumblr OAuth 1.0 request token"" response was slow http://t.co/PD2KZTYxTI",0
@Ungerrlaurz where in texas are you??,1
Don't care what they say I would be stupid to be not on it,1
"RT @KirronKherBJP: I am a mother, a sister, a daughter, a wife &amp; a responsible citizen. My strength is truth &amp; my supporters. Together we'l…",0
What is #Google Hummingbird? http://t.co/1ADy9heCTL,0
"RT @Amazing_Maps: The range of bears in Europe....
- http://t.co/2Y7gVnFmJj",0
#Oomf needs to go lay down and be a good cookie.,0
#djheleneatcloseupforeversummer @closeupph lets trend this! FREE TICKETS FOR ME PLSS 💃🙏🎉🍻 #closeupforeversummer 65,0
RT @taenygenie: [140322 HEC] Yuri saw this Yuri derp board and copied it. Lol #소녀시대미스터미스터 #소녀시대 http://t.co/umirQOgvX7,0
RT @ladygagaofpop: We can break the Vevo record.  Lady Gaga - G.U.Y. - An ARTPOP Film http://t.co/HpSm4gKBBx http://t.co/DPdWoq3ZbK http://…,0
#nowplaying Sparkinzi - Dirtybird @dirtybird_sf @mrJUSTINMARTIN Buy: http://t.co/JMIFagGVP2 Web: http://t.co/I4ItZornTx #deephouse,0
Awwww no one's made me speechless like that in a while!!!! :) &lt;3,0
"Oreo Cheesecake Bars

#Vote1DUK #KCA http://t.co/WQZfwpFhrU",0
"I was watching this show the other night about a family marrying their 16 year old ""burden"" daughter to an almost 60 year old.. disgusting",0
"@Nazzi_Nazirah what else was it to say , but whatever nazirah",1
RT @_LadyBoners: Nice Jeep 😏 http://t.co/KbsXhBJwL4,0
I posted a new photo to Facebook http://t.co/U1Pz9wrvV5,0
RT @SnapchatProbbz: Don't snapchat me as soon as I turn my lights off.,0
I never realized that counting sheep rhymes with go to sleep. #PointlessInformation,0
Beer yeah,0
RT @FactsInYourFace: The last state to ban eugenics-based castration was Oregon in 1983. The last castration took place in 1978.,1
Crimea assault and Budget fall out: Eyewitness reports of Russian troops storming a Ukrainian airbase in Crime... http://t.co/xu57GCsRL3,0
"RT @DrunkMileyApp: $10,000 giveaway!! Download Drunk Pilot: Miley Cyrus now and the highest score will win it! http://t.co/vfthtDUZCG",0
"RT @AzePerk: @MacMiller the whole thing, cause that was back when you made pleasurable music lol",0
"@obsessinghemmo //🍩

Song: Burn
By: Ellie Goulding",0
love them tbh💃,0
RT @TheDailyLove: #ListenUp - What you put with... you end up with! #Reminder #TDL,0
When this songdrop on my phone n im perc'd up I turn up instantly http://t.co/2jNuEEvEQY,0
"Sometimes a girl keeps going back to a guy who treats her bad, because she's not ready to give up hope that maybe someday he'll change.",0
"#life ""@NailedxIt: Nailed it! ~ http://t.co/NZ06qMnvEi""",0
Wow this just pisses me off 😡,0
"Place like heaven. A traveler is worthless if he doesn't visit this place. Cerro Torre, Argentina http://t.co/nJ5nB7Xap5",0
RT @JOE_GOTTI_: ILL GIVE YO ASS SOME MONEY BEFORE I GIVE A FUCK!,1
